wage,educ,exper,married,credit_score1,credit_score2,credit_limit,spend
650.0,14,12,1,397.0,464.0,1900.0,3031
1230.0,17,4,1,448.0,571.0,3500.0,4406
1170.0,12,19,1,638.0,482.0,3800.0,4150
1700.0,15,14,1,483.0,571.0,2800.0,4588
1180.0,12,21,1,431.0,518.0,2400.0,3804
980.0,12,20,1,431.0,411.0,3000.0,3826
1150.0,18,11,1,483.0,607.0,3400.0,4159
1040.0,13,7,1,431.0,429.0,5000.0,4687
1090.0,12,12,0,483.0,375.0,2500.0,3379
1390.0,16,6,0,517.0,429.0,4900.0,4572
570.0,14,12,0,466.0,482.0,200.0,1007
1160.0,12,16,1,397.0,589.0,4200.0,4542
600.0,14,12,1,414.0,500.0,300.0,1670
960.0,12,9,1,431.0,429.0,2200.0,3567
1350.0,14,9,1,534.0,554.0,3000.0,4257
1170.0,12,8,1,517.0,589.0,3000.0,4087
810.0,16,7,1,466.0,464.0,2500.0,3470
390.0,12,16,1,362.0,357.0,1900.0,2733
1010.0,13,12,1,603.0,357.0,3600.0,3982
1290.0,12,17,1,500.0,714.0,4700.0,4739
910.0,12,20,1,362.0,732.0,1300.0,2972
870.0,11,17,1,431.0,554.0,3900.0,4060
650.0,10,20,1,121.0,357.0,3300.0,3875
1880.0,12,16,1,517.0,589.0,3700.0,5116
1010.0,14,11,1,534.0,446.0,1700.0,3229
530.0,12,11,1,310.0,268.0,1000.0,2447
750.0,16,6,1,362.0,357.0,3100.0,3759
890.0,11,17,1,328.0,536.0,2300.0,3564
1040.0,12,11,1,414.0,643.0,2100.0,3614
1150.0,14,12,1,414.0,518.0,800.0,2895
610.0,12,12,1,397.0,339.0,300.0,1720
500.0,12,4,1,448.0,250.0,1200.0,2488
780.0,18,8,0,483.0,500.0,2800.0,3115
500.0,12,5,1,448.0,518.0,200.0,1430
1060.0,12,14,1,517.0,536.0,2700.0,3773
1160.0,16,10,1,621.0,536.0,3100.0,3949
1810.0,12,16,1,448.0,357.0,4300.0,5303
1030.0,13,17,1,448.0,571.0,1800.0,3344
960.0,16,10,0,552.0,643.0,1800.0,2796
790.0,12,8,1,293.0,250.0,900.0,2727
1190.0,13,4,1,431.0,571.0,2000.0,3786
750.0,12,14,1,517.0,375.0,3100.0,3563
910.0,16,9,0,397.0,696.0,2700.0,3324
1080.0,11,15,1,362.0,321.0,1300.0,3235
830.0,16,10,1,466.0,375.0,4100.0,4063
1690.0,12,7,1,603.0,750.0,5500.0,5445
870.0,13,17,0,414.0,429.0,3100.0,3371
590.0,11,12,1,293.0,232.0,1400.0,2810
550.0,13,11,0,466.0,464.0,2500.0,2746
930.0,12,13,1,397.0,357.0,600.0,2468
1100.0,16,10,1,293.0,536.0,1200.0,3261
1200.0,15,8,1,483.0,661.0,2500.0,3919
1020.0,12,15,0,379.0,625.0,700.0,2274
730.0,12,16,1,414.0,375.0,2100.0,3190
840.0,15,10,0,431.0,393.0,900.0,2200
1260.0,15,7,1,517.0,500.0,3000.0,4175
960.0,9,18,1,534.0,232.0,2500.0,3543
1280.0,15,11,0,552.0,500.0,3200.0,3802
1140.0,12,18,1,466.0,536.0,4000.0,4363
890.0,9,19,1,362.0,357.0,3200.0,3904
720.0,16,7,1,397.0,482.0,4100.0,4031
720.0,14,9,1,379.0,464.0,2500.0,3447
920.0,12,16,1,448.0,464.0,2400.0,3524
810.0,12,13,1,586.0,357.0,2700.0,3416
730.0,12,17,1,483.0,321.0,3900.0,3829
1320.0,12,19,1,517.0,286.0,2500.0,3951
530.0,17,9,1,431.0,464.0,1200.0,2442
1360.0,12,18,1,310.0,536.0,4200.0,4848
960.0,12,19,1,586.0,589.0,1500.0,2941
1560.0,18,12,1,655.0,554.0,3800.0,4610
1110.0,17,8,1,500.0,482.0,4200.0,4407
590.0,11,11,0,276.0,357.0,2500.0,3005
910.0,16,10,1,328.0,482.0,900.0,2776
1290.0,9,18,1,621.0,375.0,4000.0,4420
1170.0,12,18,1,448.0,500.0,2400.0,3804
600.0,12,16,1,414.0,446.0,2800.0,3346
1480.0,13,3,1,466.0,643.0,3300.0,4666
1010.0,16,15,1,586.0,464.0,2000.0,3277
1110.0,17,5,1,569.0,554.0,4700.0,4525
1060.0,12,16,1,569.0,429.0,2500.0,3617
1120.0,12,14,1,621.0,393.0,2400.0,3611
1670.0,18,8,1,638.0,482.0,3700.0,4767
830.0,12,10,1,414.0,482.0,1900.0,3270
1000.0,14,9,1,207.0,482.0,2500.0,3957
860.0,13,8,0,431.0,661.0,3400.0,3542
1210.0,16,5,1,517.0,446.0,2800.0,4047
410.0,14,4,1,483.0,375.0,1600.0,2574
730.0,14,9,1,224.0,446.0,3000.0,3823
1100.0,14,9,1,552.0,589.0,3500.0,4125
730.0,12,19,1,345.0,321.0,400.0,1989
1570.0,16,8,1,569.0,500.0,5000.0,5145
1640.0,16,16,1,707.0,571.0,5600.0,5178
570.0,9,12,1,397.0,393.0,200.0,1525
1020.0,12,13,1,379.0,607.0,2100.0,3602
520.0,15,10,1,466.0,196.0,1100.0,2334
1080.0,12,12,1,345.0,536.0,3800.0,4405
1370.0,18,7,1,621.0,607.0,4300.0,4630
780.0,12,12,1,569.0,375.0,2600.0,3363
710.0,13,10,1,362.0,393.0,2900.0,3620
1220.0,11,17,0,397.0,518.0,3000.0,3789
1380.0,13,11,1,483.0,375.0,3400.0,4486
880.0,14,8,1,414.0,589.0,1300.0,2982
1220.0,12,14,1,638.0,500.0,3600.0,4190
1390.0,18,14,1,500.0,446.0,3700.0,4507
1060.0,18,10,1,448.0,536.0,1700.0,3345
1140.0,12,5,1,603.0,643.0,2200.0,3650
1190.0,12,17,1,483.0,750.0,1500.0,3341
750.0,12,11,1,224.0,429.0,1800.0,3302
510.0,12,11,0,310.0,429.0,1300.0,2235
570.0,12,11,1,466.0,411.0,2700.0,3267
1110.0,16,15,1,517.0,500.0,3900.0,4233
2660.0,15,12,1,931.0,643.0,4300.0,5849
570.0,13,8,1,466.0,536.0,1900.0,2916
1130.0,11,9,1,414.0,339.0,3200.0,4218
1040.0,16,8,1,448.0,518.0,2600.0,3796
930.0,16,8,1,397.0,464.0,3700.0,4137
720.0,18,5,1,448.0,589.0,2300.0,3290
1180.0,18,4,1,500.0,643.0,3700.0,4354
680.0,18,5,1,431.0,429.0,3700.0,3815
1040.0,13,12,1,603.0,518.0,3200.0,3874
1170.0,16,9,1,483.0,518.0,4400.0,4561
1020.0,16,6,1,638.0,536.0,4200.0,4192
1090.0,14,9,0,621.0,589.0,4900.0,4099
2040.0,18,10,1,655.0,625.0,3600.0,5136
1680.0,12,18,1,448.0,589.0,5400.0,5451
990.0,18,10,1,500.0,446.0,3600.0,4033
590.0,12,10,0,224.0,214.0,1400.0,2490
1080.0,13,17,1,414.0,518.0,2500.0,3776
730.0,12,14,1,431.0,429.0,2200.0,3242
1280.0,12,16,1,690.0,714.0,2800.0,3888
1930.0,18,13,1,672.0,607.0,5200.0,5460
1300.0,15,7,1,379.0,536.0,1100.0,3387
1070.0,12,17,1,500.0,482.0,3900.0,4220
970.0,12,4,1,397.0,500.0,2700.0,3886
570.0,12,9,1,483.0,500.0,1400.0,2614
680.0,12,12,1,328.0,625.0,700.0,2347
800.0,16,7,1,431.0,571.0,4400.0,4188
790.0,13,9,1,431.0,536.0,1600.0,3041
1290.0,12,19,1,552.0,411.0,3100.0,4126
1230.0,17,4,1,328.0,536.0,4100.0,4730
790.0,13,17,0,448.0,571.0,3500.0,3387
1940.0,18,12,1,586.0,571.0,6900.0,6010
1230.0,12,9,1,552.0,429.0,1200.0,3210
980.0,13,4,1,414.0,375.0,4200.0,4419
1580.0,16,15,1,603.0,679.0,2600.0,4220
1380.0,14,9,1,500.0,696.0,2900.0,4287
1420.0,12,12,1,500.0,375.0,2300.0,4067
1770.0,18,12,1,655.0,518.0,3700.0,4828
880.0,12,13,1,534.0,464.0,3900.0,3999
860.0,15,1,1,517.0,571.0,1100.0,2779
940.0,14,11,1,500.0,589.0,4300.0,4237
600.0,16,6,1,310.0,500.0,1700.0,2991
710.0,16,6,1,379.0,482.0,1500.0,2939
1440.0,15,5,1,534.0,482.0,3300.0,4508
400.0,12,21,1,345.0,143.0,500.0,1696
1090.0,12,11,1,534.0,554.0,2100.0,3555
820.0,12,17,1,638.0,536.0,2500.0,3246
930.0,12,16,1,310.0,268.0,2300.0,3629
1280.0,18,7,1,483.0,554.0,2900.0,4164
1020.0,18,13,0,397.0,375.0,3600.0,3741
1400.0,12,13,1,569.0,536.0,3300.0,4376
960.0,18,1,1,414.0,554.0,3900.0,4276
900.0,12,11,1,414.0,339.0,2100.0,3444
1040.0,12,13,1,603.0,518.0,3000.0,3797
1790.0,14,15,1,569.0,464.0,4500.0,5209
970.0,12,16,1,500.0,482.0,3900.0,4113
1350.0,11,17,1,603.0,625.0,3500.0,4324
890.0,13,9,1,431.0,304.0,800.0,2606
1220.0,12,18,1,655.0,679.0,3200.0,3988
790.0,12,20,1,448.0,482.0,1400.0,2806
2010.0,18,10,1,603.0,500.0,5000.0,5599
890.0,12,10,1,379.0,589.0,1900.0,3377
660.0,16,12,1,310.0,589.0,3200.0,3679
960.0,15,4,0,517.0,571.0,2100.0,3054
610.0,13,14,1,379.0,357.0,1100.0,2508
700.0,15,8,1,328.0,321.0,1300.0,2843
1030.0,11,9,1,397.0,268.0,3800.0,4332
1530.0,16,7,1,431.0,571.0,3200.0,4652
980.0,12,12,1,448.0,518.0,2600.0,3724
1020.0,11,17,1,414.0,464.0,3000.0,3931
1410.0,16,16,1,552.0,411.0,1600.0,3564
1830.0,17,10,1,448.0,768.0,4600.0,5427
1160.0,16,11,1,500.0,518.0,3900.0,4350
710.0,13,8,0,328.0,339.0,1500.0,2600
600.0,12,9,1,431.0,375.0,1700.0,2881
1690.0,17,7,1,517.0,643.0,3500.0,4860
740.0,12,11,1,379.0,357.0,3400.0,3831
1130.0,12,16,1,448.0,571.0,2300.0,3732
720.0,12,14,1,448.0,393.0,1800.0,3012
790.0,12,15,1,603.0,375.0,3300.0,3593
1050.0,16,7,1,448.0,625.0,700.0,2680
890.0,14,6,1,431.0,464.0,2700.0,3716
520.0,12,15,1,310.0,304.0,1100.0,2472
1370.0,16,15,1,500.0,607.0,4100.0,4627
1300.0,12,11,0,621.0,446.0,3800.0,4003
1600.0,13,13,1,690.0,554.0,3300.0,4486
770.0,14,9,1,483.0,446.0,2500.0,3404
960.0,11,13,1,414.0,536.0,2200.0,3557
1220.0,12,14,1,379.0,321.0,3000.0,4228
2220.0,16,16,1,603.0,625.0,5000.0,5811
1380.0,12,11,1,552.0,446.0,5000.0,4945
1010.0,17,9,1,431.0,536.0,1200.0,3017
1610.0,17,15,1,517.0,607.0,7700.0,5847
1190.0,12,11,1,414.0,446.0,1700.0,3584
840.0,14,9,1,414.0,339.0,2800.0,3686
1080.0,15,4,0,517.0,571.0,2900.0,3550
700.0,11,18,1,431.0,589.0,1300.0,2681
1280.0,17,4,1,586.0,679.0,3000.0,4139
1310.0,16,6,1,483.0,482.0,2300.0,3973
1470.0,16,9,1,672.0,339.0,4000.0,4603
670.0,18,6,0,362.0,446.0,900.0,2075
860.0,15,1,1,552.0,679.0,2400.0,3469
3100.0,14,12,1,862.0,679.0,5600.0,6836
370.0,12,16,1,466.0,304.0,200.0,1146
1200.0,16,16,1,517.0,661.0,4200.0,4429
710.0,12,11,1,414.0,500.0,1900.0,3116
1370.0,18,7,1,621.0,518.0,4200.0,4599
1100.0,16,6,1,448.0,518.0,3800.0,4345
570.0,16,8,0,431.0,571.0,2100.0,2619
1160.0,12,16,1,414.0,679.0,2000.0,3656
880.0,13,7,1,448.0,464.0,1600.0,3152
560.0,12,14,1,483.0,375.0,2100.0,2937
1440.0,12,17,1,621.0,536.0,3400.0,4368
1510.0,12,17,1,638.0,625.0,2700.0,4164
670.0,12,11,1,397.0,446.0,3500.0,3767
1130.0,15,4,1,466.0,536.0,3800.0,4393
510.0,12,15,1,500.0,482.0,2100.0,2851
940.0,16,10,1,534.0,536.0,4500.0,4254
750.0,12,9,1,483.0,429.0,2600.0,3442
1260.0,15,13,1,690.0,375.0,5500.0,4752
580.0,12,18,1,328.0,321.0,200.0,1517
660.0,12,5,0,224.0,375.0,2000.0,2957
890.0,12,10,1,414.0,554.0,2100.0,3442
1040.0,11,9,1,397.0,304.0,2400.0,3799
1070.0,12,16,1,552.0,464.0,3900.0,4180
1260.0,14,14,1,466.0,589.0,4700.0,4747
1110.0,14,9,0,379.0,571.0,3800.0,4016
1190.0,18,11,1,638.0,554.0,3800.0,4193
840.0,12,18,0,500.0,429.0,1700.0,2610
790.0,11,17,1,603.0,554.0,2900.0,3426
2220.0,17,4,1,603.0,643.0,5700.0,6115
1900.0,12,16,1,569.0,482.0,5400.0,5613
980.0,12,17,1,483.0,589.0,1500.0,3090
1110.0,12,16,1,431.0,607.0,2200.0,3676
1600.0,17,15,1,517.0,589.0,6100.0,5454
1150.0,16,7,1,466.0,518.0,2500.0,3877
610.0,17,5,1,483.0,357.0,3300.0,3544
1590.0,13,13,1,621.0,429.0,3700.0,4686
460.0,14,9,1,276.0,393.0,2300.0,3149
1340.0,17,8,1,500.0,446.0,4400.0,4747
830.0,12,4,1,276.0,429.0,1300.0,3123
860.0,11,15,1,466.0,536.0,3800.0,3999
820.0,12,16,1,241.0,482.0,2300.0,3567
1300.0,13,9,1,397.0,554.0,3500.0,4531
1480.0,17,7,1,483.0,518.0,2500.0,4246
1040.0,11,13,1,379.0,321.0,200.0,2077
580.0,12,9,1,552.0,196.0,2100.0,2943
870.0,12,13,1,345.0,375.0,1000.0,2801
650.0,10,18,1,448.0,482.0,1200.0,2548
1430.0,16,9,1,586.0,518.0,4800.0,4892
700.0,12,10,1,431.0,429.0,300.0,1813
1490.0,18,7,1,586.0,482.0,4100.0,4745
1110.0,14,9,1,569.0,464.0,4900.0,4574
490.0,11,16,1,362.0,304.0,2900.0,3318
1920.0,16,14,1,621.0,589.0,4000.0,5143
750.0,13,7,0,500.0,518.0,2900.0,3162
850.0,13,14,1,466.0,500.0,2600.0,3520
560.0,15,9,1,448.0,375.0,300.0,1608
660.0,12,9,1,448.0,429.0,1700.0,2935
1170.0,12,21,1,586.0,482.0,2600.0,3725
610.0,12,9,1,328.0,464.0,1900.0,3103
770.0,16,6,1,379.0,375.0,1100.0,2750
1100.0,12,7,1,345.0,482.0,4400.0,4675
560.0,13,10,1,379.0,375.0,1000.0,2415
440.0,12,13,1,345.0,268.0,400.0,1699
1540.0,16,8,1,534.0,554.0,3500.0,4662
740.0,10,12,1,397.0,429.0,2000.0,3229
1280.0,12,11,1,517.0,500.0,3600.0,4414
520.0,12,11,1,362.0,304.0,700.0,2129
530.0,12,8,0,310.0,393.0,3000.0,3127
830.0,12,11,1,534.0,393.0,3000.0,3633
1150.0,12,12,0,552.0,268.0,900.0,2461
600.0,12,12,1,379.0,518.0,1900.0,3008
1260.0,16,5,1,500.0,554.0,3600.0,4426
750.0,11,14,1,414.0,286.0,3000.0,3635
460.0,12,6,1,379.0,304.0,700.0,2093
810.0,12,12,1,466.0,518.0,3800.0,3959
1330.0,13,13,1,586.0,464.0,4800.0,4761
1020.0,12,16,1,483.0,268.0,3100.0,3899
950.0,16,10,0,500.0,482.0,1600.0,2724
1970.0,16,11,1,741.0,607.0,5000.0,5424
700.0,12,10,0,500.0,554.0,2800.0,3041
1050.0,12,15,1,534.0,304.0,900.0,2729
620.0,12,13,1,345.0,518.0,2500.0,3341
790.0,10,13,1,517.0,429.0,1900.0,3110
830.0,12,14,1,328.0,536.0,1400.0,3034
1580.0,12,17,1,569.0,661.0,3600.0,4662
1980.0,17,8,1,655.0,804.0,6900.0,6039
660.0,15,8,1,328.0,500.0,3500.0,3822
590.0,16,6,1,362.0,250.0,1200.0,2620
1930.0,16,14,1,707.0,518.0,6000.0,5654
1190.0,15,17,1,448.0,286.0,2600.0,3900
1720.0,17,7,1,603.0,750.0,4000.0,4981
520.0,13,14,1,431.0,339.0,1300.0,2484
2290.0,15,9,1,741.0,768.0,5700.0,6032
670.0,16,6,1,586.0,321.0,2900.0,3361
1880.0,17,10,1,672.0,679.0,6100.0,5683
770.0,12,14,1,603.0,286.0,3000.0,3462
760.0,16,8,0,276.0,339.0,200.0,1444
2370.0,17,8,1,759.0,607.0,4400.0,5725
330.0,10,11,1,207.0,554.0,2400.0,3126
1650.0,16,6,1,483.0,714.0,5300.0,5433
940.0,12,15,1,310.0,643.0,1800.0,3404
1810.0,12,13,0,569.0,482.0,4900.0,4993
1260.0,11,15,1,379.0,304.0,3200.0,4350
880.0,12,18,1,672.0,464.0,3000.0,3486
1210.0,12,19,1,552.0,411.0,3400.0,4142
600.0,13,14,1,431.0,518.0,200.0,1465
1330.0,12,11,1,724.0,536.0,2700.0,3922
1230.0,12,17,1,362.0,589.0,2800.0,4146
1010.0,16,8,1,431.0,286.0,1400.0,3165
460.0,14,4,1,293.0,339.0,1500.0,2763
650.0,12,16,1,466.0,429.0,1800.0,2890
870.0,12,17,1,672.0,321.0,3900.0,3810
1290.0,12,11,0,397.0,446.0,3200.0,4001
1690.0,18,7,1,638.0,589.0,5000.0,5211
760.0,12,11,1,362.0,429.0,1100.0,2746
1600.0,12,17,1,603.0,393.0,5200.0,5155
1350.0,12,12,1,500.0,321.0,2500.0,4071
570.0,12,11,0,397.0,464.0,2700.0,2936
1360.0,16,8,1,448.0,536.0,3600.0,4569
1420.0,16,7,1,483.0,464.0,5200.0,5118
410.0,13,5,1,466.0,518.0,1700.0,2647
1550.0,16,9,0,603.0,357.0,4500.0,4528
970.0,12,14,1,483.0,554.0,3200.0,3898
930.0,16,8,0,414.0,464.0,2100.0,3071
2020.0,18,13,1,638.0,571.0,7400.0,6161
1250.0,12,5,1,500.0,464.0,1800.0,3686
1190.0,12,14,1,483.0,411.0,3000.0,4086
1170.0,12,12,1,483.0,500.0,2200.0,3738
900.0,12,10,1,431.0,357.0,3600.0,4051
1200.0,16,7,1,500.0,714.0,2600.0,3947
1270.0,12,16,1,655.0,482.0,3100.0,4029
460.0,16,5,1,379.0,429.0,1600.0,2708
1280.0,12,13,1,397.0,250.0,2300.0,3993
1200.0,12,7,1,483.0,429.0,3900.0,4493
520.0,12,12,0,362.0,339.0,1600.0,2367
840.0,14,9,1,310.0,554.0,900.0,2740
560.0,10,19,1,379.0,446.0,300.0,1626
940.0,15,6,1,466.0,518.0,2400.0,3602
720.0,10,13,1,345.0,411.0,3100.0,3729
680.0,9,15,1,448.0,464.0,2200.0,3184
1130.0,14,12,1,534.0,536.0,2000.0,3521
670.0,18,8,0,500.0,482.0,1400.0,2269
1440.0,17,10,1,534.0,393.0,1200.0,3421
710.0,13,8,1,483.0,500.0,500.0,2049
1110.0,14,14,0,466.0,643.0,2300.0,3288
1080.0,10,23,1,431.0,250.0,1600.0,3279
1540.0,15,11,1,586.0,518.0,3300.0,4517
620.0,18,7,0,397.0,429.0,2500.0,2892
1270.0,12,19,1,500.0,500.0,4200.0,4539
470.0,10,12,1,397.0,321.0,2400.0,3097
1270.0,12,17,1,569.0,661.0,3400.0,4218
1370.0,12,19,1,552.0,429.0,1500.0,3468
740.0,12,15,1,500.0,446.0,2800.0,3438
1170.0,13,4,1,362.0,607.0,1300.0,3433
1570.0,15,11,1,466.0,589.0,3200.0,4637
910.0,12,17,1,483.0,375.0,600.0,2317
780.0,12,10,1,379.0,607.0,3200.0,3815
1070.0,16,12,1,276.0,518.0,1400.0,3352
1550.0,18,10,1,552.0,589.0,3600.0,4654
1160.0,16,5,1,534.0,393.0,3200.0,4128
1410.0,12,11,1,586.0,411.0,3900.0,4604
1490.0,15,6,1,448.0,393.0,1600.0,3874
1600.0,17,7,1,586.0,357.0,5600.0,5332
500.0,12,12,1,241.0,304.0,600.0,2118
1010.0,17,9,1,362.0,536.0,3200.0,4068
1770.0,14,15,1,655.0,375.0,5800.0,5471
1080.0,12,9,1,293.0,411.0,3900.0,4518
790.0,13,8,0,345.0,429.0,1300.0,2554
640.0,13,8,1,293.0,536.0,2000.0,3225
1540.0,16,8,1,431.0,446.0,3700.0,4834
1560.0,18,14,1,448.0,429.0,2000.0,4062
1130.0,12,11,1,466.0,607.0,3600.0,4284
1160.0,16,11,1,621.0,607.0,2300.0,3604
770.0,18,4,1,397.0,589.0,2500.0,3502
570.0,12,4,0,379.0,268.0,200.0,1194
590.0,10,20,1,638.0,286.0,4900.0,3812
1200.0,18,13,1,569.0,625.0,3500.0,4149
620.0,16,15,1,397.0,536.0,800.0,2226
1430.0,16,10,1,448.0,482.0,4100.0,4803
1560.0,17,15,1,466.0,482.0,3500.0,4675
1070.0,16,9,1,552.0,679.0,2000.0,3442
780.0,16,9,1,345.0,446.0,1700.0,3141
890.0,14,9,1,448.0,464.0,2000.0,3351
990.0,12,17,1,534.0,732.0,2100.0,3372
1490.0,13,3,1,414.0,500.0,3500.0,4802
680.0,12,18,0,431.0,500.0,2100.0,2694
1240.0,16,9,1,466.0,464.0,2300.0,3874
1370.0,12,5,1,586.0,607.0,2400.0,4038
700.0,12,10,1,397.0,304.0,800.0,2412
1140.0,12,17,1,586.0,375.0,1800.0,3350
760.0,12,9,1,517.0,375.0,2800.0,3505
950.0,12,15,1,500.0,446.0,2900.0,3731
1640.0,12,17,1,672.0,518.0,5600.0,5246
520.0,12,7,0,276.0,482.0,600.0,1756
1150.0,11,17,0,500.0,482.0,2100.0,3208
1260.0,14,18,1,517.0,429.0,2300.0,3780
960.0,12,12,1,431.0,536.0,4000.0,4241
1230.0,12,21,1,534.0,607.0,3100.0,4052
810.0,15,12,1,431.0,536.0,1700.0,3074
1440.0,17,13,0,569.0,571.0,1500.0,3144
1080.0,16,10,1,431.0,464.0,3500.0,4194
1130.0,15,11,1,500.0,482.0,3600.0,4220
1160.0,15,8,1,586.0,429.0,2400.0,3725
440.0,14,9,1,328.0,375.0,600.0,1969
680.0,13,4,1,310.0,571.0,2700.0,3615
620.0,12,14,1,534.0,411.0,1500.0,2637
1360.0,16,6,0,448.0,536.0,4000.0,4325
680.0,16,11,1,431.0,536.0,200.0,1565
490.0,12,5,1,328.0,482.0,1600.0,2834
730.0,13,5,1,448.0,589.0,800.0,2437
600.0,12,18,1,397.0,268.0,300.0,1648
1150.0,12,18,1,534.0,464.0,2700.0,3825
690.0,12,16,1,569.0,429.0,200.0,1428
930.0,12,19,1,448.0,589.0,2400.0,3506
1160.0,12,17,1,690.0,286.0,3300.0,3927
900.0,13,4,1,276.0,554.0,1600.0,3381
1470.0,12,8,1,466.0,661.0,4500.0,5018
1890.0,11,14,1,483.0,536.0,3700.0,5195
740.0,12,16,1,448.0,536.0,3500.0,3749
1510.0,12,15,1,672.0,607.0,6200.0,5266
720.0,9,15,1,345.0,268.0,2500.0,3470
820.0,15,10,0,517.0,607.0,2300.0,2920
2190.0,17,4,1,638.0,607.0,4300.0,5639
1030.0,12,16,1,293.0,411.0,2300.0,3767
1020.0,14,9,1,397.0,518.0,1900.0,3504
660.0,17,11,0,534.0,429.0,3100.0,3018
1100.0,12,17,1,586.0,554.0,3000.0,3844
530.0,12,11,0,466.0,321.0,2000.0,2500
1010.0,9,18,1,552.0,429.0,3500.0,3979
1280.0,15,12,1,362.0,482.0,4600.0,4854
790.0,12,11,1,448.0,446.0,3200.0,3747
1140.0,12,11,1,586.0,696.0,4500.0,4472
860.0,14,9,1,293.0,429.0,3600.0,4132
670.0,12,11,1,431.0,518.0,1500.0,2829
370.0,12,16,1,379.0,411.0,1200.0,2280
670.0,12,16,1,448.0,375.0,1100.0,2502
1070.0,12,8,0,379.0,518.0,3200.0,3781
1190.0,16,5,1,500.0,536.0,3600.0,4342
1270.0,12,21,1,655.0,554.0,3300.0,4055
1140.0,12,19,1,448.0,536.0,3600.0,4235
2290.0,18,10,1,552.0,750.0,3600.0,5541
1260.0,16,9,0,534.0,482.0,2800.0,3647
710.0,14,5,1,397.0,518.0,1500.0,2951
870.0,16,10,0,379.0,304.0,2500.0,3200
940.0,15,7,1,466.0,518.0,3000.0,3843
480.0,12,15,1,448.0,536.0,1300.0,2418
1300.0,18,7,1,483.0,607.0,4000.0,4587
2490.0,17,8,1,724.0,750.0,4600.0,5966
820.0,12,20,1,552.0,446.0,3000.0,3512
810.0,11,11,1,414.0,232.0,1700.0,3141
1080.0,11,11,1,448.0,464.0,1600.0,3371
860.0,18,6,1,466.0,571.0,3100.0,3766
690.0,12,15,1,431.0,411.0,2800.0,3449
1200.0,14,11,1,534.0,714.0,3900.0,4386
640.0,13,14,1,276.0,446.0,1400.0,2848
2290.0,18,12,1,638.0,607.0,5500.0,6022
1030.0,14,15,1,621.0,643.0,2000.0,3285
1290.0,14,10,1,517.0,732.0,2900.0,4153
370.0,12,9,1,259.0,482.0,3300.0,3491
1320.0,16,11,1,517.0,625.0,3000.0,4199
1270.0,12,5,1,621.0,464.0,4100.0,4526
780.0,10,17,1,414.0,446.0,2200.0,3310
1580.0,17,1,1,466.0,464.0,2200.0,4306
680.0,12,8,0,379.0,679.0,2000.0,2795
1260.0,12,11,1,414.0,375.0,3100.0,4307
1020.0,12,10,1,397.0,411.0,3200.0,4085
860.0,13,14,1,397.0,554.0,4600.0,4316
1730.0,12,18,1,621.0,589.0,5800.0,5445
1020.0,14,1,1,483.0,464.0,2700.0,3869
1470.0,12,8,1,517.0,554.0,4400.0,4936
1590.0,16,8,1,448.0,375.0,4600.0,5170
830.0,12,15,1,431.0,518.0,1900.0,3203
1300.0,13,20,1,707.0,643.0,3300.0,4040
710.0,11,11,1,362.0,286.0,300.0,1895
750.0,15,12,1,397.0,429.0,1800.0,3089
1810.0,17,8,1,603.0,714.0,4800.0,5331
810.0,10,13,1,500.0,304.0,1900.0,3149
1260.0,16,8,1,414.0,607.0,2700.0,4136
1120.0,14,13,1,534.0,446.0,2600.0,3774
560.0,12,11,0,345.0,321.0,1800.0,2551
1200.0,12,14,1,638.0,339.0,1500.0,3228
550.0,18,11,0,379.0,589.0,200.0,1038
890.0,16,10,1,569.0,232.0,3300.0,3754
1210.0,12,21,1,466.0,446.0,2300.0,3759
1110.0,16,11,1,655.0,518.0,2700.0,3686
1120.0,14,8,1,397.0,643.0,3200.0,4203
2170.0,16,12,1,741.0,661.0,7100.0,6197
1160.0,11,12,1,362.0,393.0,2700.0,4080
640.0,12,13,1,224.0,411.0,1700.0,3095
690.0,11,11,1,448.0,429.0,1500.0,2846
630.0,16,9,1,276.0,393.0,2400.0,3380
1130.0,12,16,1,414.0,536.0,3100.0,4102
880.0,13,9,0,345.0,661.0,700.0,2189
1130.0,16,12,1,466.0,589.0,1700.0,3411
960.0,12,12,1,397.0,411.0,2000.0,3476
900.0,12,18,1,517.0,500.0,2700.0,3543
1000.0,15,9,0,552.0,643.0,2500.0,3201
670.0,13,10,1,397.0,357.0,2000.0,3135
850.0,12,11,1,552.0,286.0,3700.0,3897
1810.0,16,12,1,552.0,554.0,5400.0,5523
1100.0,12,14,1,414.0,464.0,1600.0,3390
1130.0,15,8,1,517.0,429.0,2900.0,3971
940.0,12,15,1,431.0,500.0,2400.0,3575
410.0,16,5,1,466.0,589.0,800.0,2004
720.0,12,16,1,345.0,446.0,1900.0,3148
1150.0,12,11,1,448.0,393.0,3300.0,4217
610.0,15,8,1,500.0,464.0,2700.0,3280
890.0,11,15,1,534.0,357.0,1600.0,3018
580.0,12,9,1,379.0,304.0,200.0,1555
1280.0,12,19,1,603.0,357.0,4000.0,4383
1330.0,14,18,1,500.0,429.0,3200.0,4255
1070.0,13,12,1,362.0,464.0,3200.0,4151
1090.0,12,4,1,552.0,429.0,2500.0,3789
620.0,12,14,0,466.0,464.0,3200.0,3096
770.0,12,14,1,397.0,536.0,1800.0,3122
1960.0,18,13,1,724.0,607.0,5500.0,5528
