balance,prime_card,pv,tau,categ
7200.0,1,673.742,299.99999999999994,always-takers
9200.0,1,480.05899999999997,300.0,always-takers
12900.0,1,723.769,300.0,always-takers
8800.0,1,695.116,300.0,always-takers
3100.0,1,-158.267,300.0,always-takers
6900.0,1,1381.761,700.0,complier
2900.0,0,467.403,700.0,complier
5600.0,1,533.715,300.0,always-takers
5300.0,1,369.282,300.0,always-takers
5000.0,1,311.606,300.0,always-takers
2700.0,0,950.781,200.0,never-taker
5100.0,1,1374.866,700.0,complier
6100.0,1,704.146,299.99999999999994,always-takers
4800.0,1,586.7370000000001,300.00000000000006,always-takers
4200.0,1,353.53,300.0,always-takers
6100.0,0,634.774,200.0,never-taker
3100.0,1,457.972,300.0,always-takers
5500.0,0,1159.896,200.0,never-taker
9100.0,1,827.873,300.0,always-takers
4300.0,1,308.581,300.0,always-takers
2700.0,1,150.563,300.0,always-takers
7800.0,1,1721.4180000000001,700.0000000000001,complier
3000.0,0,281.337,700.0,complier
5900.0,1,1498.893,700.0,complier
2900.0,0,284.511,700.0,complier
3200.0,0,491.181,700.0,complier
3800.0,0,646.603,700.0000000000001,complier
13500.0,1,446.932,300.0,always-takers
1500.0,1,200.846,300.0,always-takers
7300.0,1,594.46,300.00000000000006,always-takers
3600.0,0,327.929,700.0000000000001,complier
3400.0,0,831.667,199.9999999999999,never-taker
9100.0,1,343.061,300.0,always-takers
2900.0,0,715.65,200.0,never-taker
4700.0,0,336.093,700.0,complier
12300.0,1,1021.494,300.0,always-takers
4500.0,1,363.475,300.0,always-takers
4600.0,0,425.372,700.0,complier
8600.0,1,1326.425,700.0,complier
5200.0,1,477.88,300.0,always-takers
7000.0,1,704.735,300.0,always-takers
10700.0,1,1330.705,699.9999999999999,complier
9800.0,1,1434.031,700.0,complier
7800.0,1,940.004,700.0,complier
5300.0,1,494.286,300.0,always-takers
3600.0,1,293.674,300.0,always-takers
5300.0,0,517.739,200.0,never-taker
6400.0,1,503.938,300.0,always-takers
4300.0,1,563.5609999999999,299.99999999999994,always-takers
6500.0,0,1054.509,200.0,never-taker
5000.0,1,262.747,300.0,always-takers
6200.0,1,503.236,300.0,always-takers
11300.0,1,1555.682,700.0,complier
4600.0,1,549.8240000000001,300.00000000000006,always-takers
7500.0,1,492.80899999999997,300.0,always-takers
8600.0,1,812.506,300.0,always-takers
3000.0,0,433.716,699.9999999999999,complier
6500.0,1,711.546,300.00000000000006,always-takers
2300.0,0,914.737,200.0000000000001,never-taker
3000.0,0,220.912,700.0,complier
6200.0,0,595.487,200.0,never-taker
9600.0,1,836.347,300.0,always-takers
3400.0,0,448.866,700.0,complier
6700.0,1,452.90999999999997,300.0,always-takers
5100.0,0,964.416,200.0000000000001,never-taker
9100.0,1,796.158,300.0,always-takers
6400.0,1,624.836,300.0,always-takers
12600.0,1,1518.9009999999998,699.9999999999999,complier
2800.0,0,340.876,700.0,complier
5100.0,1,1275.562,699.9999999999999,complier
4700.0,0,506.818,700.0,complier
2600.0,0,382.328,700.0,complier
4600.0,1,599.539,300.0,always-takers
2700.0,1,270.909,300.0,always-takers
13200.0,1,867.068,300.0,always-takers
1900.0,0,520.649,200.0,never-taker
10400.0,1,902.186,300.0,always-takers
7900.0,1,919.263,300.0,always-takers
13100.0,1,1954.355,700.0,complier
1600.0,0,988.165,200.0,never-taker
3500.0,1,357.859,300.0,always-takers
8000.0,1,505.435,300.0,always-takers
2900.0,0,577.088,200.0,never-taker
4800.0,0,720.374,200.0,never-taker
5800.0,1,1355.9389999999999,699.9999999999999,complier
15100.0,1,1781.511,700.0,complier
6000.0,1,807.54,700.0,complier
4700.0,0,483.812,200.0,never-taker
5400.0,1,625.0450000000001,300.00000000000006,always-takers
13900.0,1,1820.086,700.0,complier
12600.0,1,1528.15,700.0000000000001,complier
8400.0,1,257.761,300.0,always-takers
7500.0,1,1657.576,700.0,complier
2800.0,1,419.0,300.0,always-takers
5900.0,1,653.03,300.0,always-takers
4900.0,0,241.937,700.0,complier
2500.0,0,776.044,699.9999999999999,complier
7800.0,1,291.397,300.0,always-takers
3400.0,0,39.356,700.0,complier
5200.0,1,704.6600000000001,300.00000000000006,always-takers
4500.0,1,144.443,300.0,always-takers
5100.0,1,1568.6799999999998,699.9999999999999,complier
7700.0,1,1131.201,700.0,complier
3300.0,0,277.476,700.0,complier
7900.0,1,838.538,700.0,complier
8700.0,1,528.59,300.0,always-takers
8600.0,1,576.399,300.0,always-takers
8600.0,1,487.46500000000003,300.0,always-takers
7300.0,1,1520.2440000000001,700.0000000000001,complier
4100.0,0,817.254,200.0,never-taker
3300.0,1,140.068,300.0,always-takers
5800.0,1,1145.328,700.0,complier
6500.0,1,1214.329,700.0,complier
3900.0,1,488.079,300.0,always-takers
6400.0,1,1451.542,699.9999999999999,complier
7000.0,1,453.395,300.0,always-takers
5500.0,1,384.14,300.0,always-takers
4300.0,1,703.582,300.0,always-takers
2800.0,0,111.587,700.0,complier
3400.0,1,446.83000000000004,300.0,always-takers
5800.0,1,1106.656,700.0,complier
5400.0,1,442.038,300.0,always-takers
3500.0,0,504.721,700.0,complier
7600.0,1,1075.638,700.0,complier
8100.0,1,1131.6689999999999,299.9999999999999,always-takers
9900.0,1,435.3,300.0,always-takers
9100.0,1,1358.338,700.0,complier
7400.0,1,1298.52,700.0,complier
4900.0,1,576.269,300.0,always-takers
2100.0,1,104.32,300.0,always-takers
22600.0,1,2093.6279999999997,699.9999999999998,complier
6600.0,1,899.073,300.0,always-takers
5000.0,1,916.12,700.0,complier
3600.0,0,684.031,200.0,never-taker
2400.0,0,686.982,700.0,complier
6000.0,1,1175.615,700.0,complier
5000.0,1,992.302,700.0,complier
6400.0,1,1302.2910000000002,700.0000000000001,complier
8800.0,1,682.0160000000001,300.00000000000006,always-takers
7500.0,1,619.948,300.0,always-takers
6000.0,1,1326.633,700.0,complier
7400.0,1,1075.622,700.0,complier
4400.0,1,367.06600000000003,300.0,always-takers
6500.0,1,254.446,300.0,always-takers
8000.0,1,1146.9479999999999,699.9999999999999,complier
12600.0,1,577.976,300.0,always-takers
4200.0,0,927.912,200.0,never-taker
5800.0,0,1023.681,200.0,never-taker
8500.0,1,315.403,300.0,always-takers
4100.0,0,925.312,199.9999999999999,never-taker
2200.0,0,-86.127,200.0,never-taker
6100.0,1,1274.9299999999998,699.9999999999999,complier
3900.0,0,764.085,200.0,never-taker
2700.0,0,227.349,700.0,complier
5100.0,1,1465.841,699.9999999999999,complier
2000.0,1,193.796,300.0,always-takers
4900.0,0,944.424,200.0,never-taker
5200.0,1,1297.255,700.0000000000001,complier
4700.0,1,591.554,300.0,always-takers
6900.0,1,660.017,300.00000000000006,always-takers
7200.0,1,1342.892,700.0,complier
5800.0,1,1338.353,700.0000000000001,complier
5600.0,1,87.57400000000001,300.0,always-takers
3600.0,0,370.577,700.0,complier
11900.0,1,588.841,300.0,always-takers
4300.0,1,149.825,300.0,always-takers
6400.0,1,1315.737,700.0000000000001,complier
8900.0,1,211.817,300.0,always-takers
9900.0,1,1672.528,700.0,complier
5400.0,1,890.342,700.0,complier
7000.0,0,812.8,200.0,never-taker
2700.0,1,403.61400000000003,300.0,always-takers
2200.0,1,-90.61700000000002,300.0,always-takers
8100.0,1,1229.859,699.9999999999999,complier
6100.0,1,1146.422,700.0,complier
8000.0,1,505.99,300.0,always-takers
9100.0,0,1243.84,200.0,never-taker
10700.0,1,439.10400000000004,300.0,always-takers
1900.0,0,403.144,700.0,complier
12500.0,1,1959.494,700.0,complier
9400.0,1,1442.449,700.0000000000001,complier
7000.0,0,1090.644,200.0,never-taker
1600.0,0,755.189,200.0,never-taker
2700.0,1,498.361,300.0,always-takers
6000.0,1,-205.514,300.0,always-takers
5400.0,1,1042.376,700.0,complier
1600.0,0,-42.028,700.0,complier
2600.0,1,-168.44600000000003,300.0,always-takers
6100.0,1,1158.932,700.0,complier
6300.0,1,677.742,299.99999999999994,always-takers
7900.0,1,1484.078,700.0,complier
6900.0,1,1320.033,699.9999999999999,complier
6200.0,1,315.637,300.0,always-takers
13000.0,1,1707.424,700.0,complier
5300.0,1,413.669,300.0,always-takers
8000.0,1,1500.75,700.0,complier
10800.0,1,444.55600000000004,300.0,always-takers
2500.0,0,1060.859,200.0,never-taker
5000.0,1,1027.15,700.0000000000001,complier
4400.0,0,124.49,700.0,complier
8700.0,1,1644.004,699.9999999999999,complier
6400.0,1,685.2339999999999,299.99999999999994,always-takers
5700.0,1,1257.6309999999999,699.9999999999999,complier
6900.0,1,295.499,300.0,always-takers
3700.0,0,476.176,199.99999999999994,never-taker
5300.0,1,928.3969999999999,700.0,complier
12300.0,1,1278.808,700.0,complier
8800.0,1,286.373,300.0,always-takers
4200.0,1,326.529,300.0,always-takers
5300.0,1,1488.3690000000001,700.0000000000001,complier
6100.0,1,1363.903,700.0,complier
7900.0,1,548.4490000000001,300.00000000000006,always-takers
4400.0,0,398.583,700.0,complier
7000.0,1,472.812,300.0,always-takers
8100.0,1,798.914,300.0,always-takers
1800.0,1,336.284,300.0,always-takers
2200.0,0,482.097,700.0,complier
3900.0,1,485.48199999999997,300.0,always-takers
2400.0,0,225.379,700.0,complier
4000.0,0,613.471,700.0,complier
11200.0,1,769.144,300.0,always-takers
2700.0,0,421.916,700.0,complier
4500.0,0,109.464,700.0,complier
5800.0,1,565.518,300.00000000000006,always-takers
4200.0,1,326.452,300.0,always-takers
8500.0,0,1093.564,200.0,never-taker
4300.0,0,469.994,700.0000000000001,complier
3200.0,0,-99.609,700.0,complier
7900.0,1,604.5509999999999,299.99999999999994,always-takers
1400.0,0,119.51,700.0,complier
6800.0,1,1570.663,700.0,complier
7000.0,1,502.405,300.0,always-takers
5200.0,1,114.63300000000001,300.0,always-takers
4300.0,1,673.994,300.0,always-takers
6400.0,1,90.41499999999999,300.0,always-takers
2300.0,0,390.417,700.0,complier
3400.0,1,65.875,300.0,always-takers
9800.0,1,1508.55,700.0,complier
8100.0,0,1160.597,200.0,never-taker
7700.0,1,1710.589,699.9999999999999,complier
6500.0,1,1384.1860000000001,700.0000000000001,complier
5400.0,1,1698.8110000000001,700.0000000000001,complier
9600.0,1,1457.801,699.9999999999999,complier
9000.0,1,1487.3339999999998,699.9999999999999,complier
4700.0,1,196.578,300.0,always-takers
15200.0,1,1165.864,300.0,always-takers
10900.0,1,1576.845,700.0,complier
5800.0,1,776.506,300.0,always-takers
4800.0,1,733.139,300.0,always-takers
14300.0,1,865.475,300.0,always-takers
8800.0,1,783.548,300.0,always-takers
15200.0,1,1295.911,300.0000000000001,always-takers
2400.0,0,713.551,200.0,never-taker
2900.0,0,451.082,699.9999999999999,complier
4800.0,0,289.335,700.0,complier
9000.0,1,1855.123,700.0,complier
8800.0,1,1680.9479999999999,699.9999999999999,complier
3800.0,1,393.318,300.0,always-takers
11300.0,1,1558.8690000000001,700.0000000000001,complier
5100.0,1,574.485,300.0,always-takers
5800.0,0,855.02,200.0,never-taker
6100.0,1,440.221,300.0,always-takers
5500.0,0,853.582,199.9999999999999,never-taker
9800.0,1,1166.286,700.0,complier
4200.0,1,169.778,300.0,always-takers
10800.0,1,1318.97,700.0,complier
3900.0,0,926.595,200.0,never-taker
5900.0,1,1154.672,700.0,complier
7300.0,1,1658.147,699.9999999999999,complier
9600.0,1,1855.861,700.0,complier
5700.0,1,1607.051,699.9999999999999,complier
5800.0,1,740.404,300.0,always-takers
3300.0,0,664.11,700.0000000000001,complier
6200.0,1,468.685,300.0,always-takers
4100.0,0,478.641,700.0,complier
5300.0,1,1241.845,700.0,complier
4500.0,0,704.331,700.0000000000001,complier
7000.0,1,636.3399999999999,299.99999999999994,always-takers
4100.0,0,1071.562,200.0,never-taker
3200.0,0,694.697,700.0000000000001,complier
4400.0,1,-146.598,300.0,always-takers
3800.0,1,167.626,300.0,always-takers
5500.0,0,1143.779,200.0,never-taker
1500.0,0,463.559,199.99999999999994,never-taker
2200.0,1,145.534,300.0,always-takers
4900.0,0,808.735,200.0,never-taker
2500.0,0,200.798,700.0,complier
2700.0,1,345.29200000000003,300.0,always-takers
7400.0,1,1268.638,699.9999999999999,complier
4800.0,1,434.75800000000004,300.0,always-takers
5400.0,1,1228.127,700.0,complier
5400.0,1,1162.5230000000001,700.0000000000001,complier
3600.0,0,286.42,700.0,complier
3700.0,0,311.175,700.0,complier
7000.0,1,1168.4569999999999,699.9999999999999,complier
4300.0,1,297.488,300.0,always-takers
5900.0,1,1176.442,700.0,complier
14400.0,1,1927.516,700.0,complier
8900.0,1,1292.221,700.0,complier
5300.0,1,1434.116,700.0,complier
10400.0,1,789.9110000000001,300.00000000000006,always-takers
4300.0,0,995.536,200.0000000000001,never-taker
10500.0,1,625.828,300.0,always-takers
1000.0,1,138.678,300.0,always-takers
8600.0,1,1103.731,700.0,complier
5200.0,1,1017.204,700.0,complier
11900.0,1,632.879,300.0,always-takers
12100.0,1,561.932,300.0,always-takers
4700.0,0,477.884,700.0,complier
5200.0,0,789.978,200.0,never-taker
10600.0,1,915.839,300.0,always-takers
4700.0,0,904.494,200.0000000000001,never-taker
8700.0,1,513.328,300.0,always-takers
3600.0,0,220.061,700.0,complier
1500.0,1,-40.02600000000001,300.0,always-takers
11500.0,1,1596.031,700.0,complier
2600.0,0,676.309,700.0,complier
6900.0,1,1376.784,700.0000000000001,complier
8800.0,1,1489.016,700.0000000000001,complier
5700.0,1,529.578,300.0,always-takers
14200.0,1,1061.395,300.0,always-takers
3200.0,0,993.766,200.0000000000001,never-taker
13800.0,1,1342.146,700.0,complier
5700.0,1,1226.481,700.0,complier
4300.0,0,1170.25,200.0,never-taker
5500.0,0,671.76,200.0,never-taker
7600.0,1,453.974,300.0,always-takers
2900.0,0,633.531,200.0,never-taker
6100.0,1,1338.7559999999999,699.9999999999999,complier
6200.0,1,312.597,300.0,always-takers
1900.0,1,181.772,300.0,always-takers
8000.0,1,1374.1779999999999,699.9999999999999,complier
9200.0,1,616.637,299.99999999999994,always-takers
6500.0,1,102.72300000000001,300.0,always-takers
7900.0,1,1127.799,700.0,complier
4400.0,0,641.377,700.0,complier
5000.0,1,75.31800000000001,300.0,always-takers
5600.0,1,529.527,300.00000000000006,always-takers
8400.0,1,458.371,300.0,always-takers
5900.0,1,1303.932,700.0,complier
7200.0,1,577.746,300.0,always-takers
7400.0,1,415.18399999999997,300.0,always-takers
1100.0,0,504.644,200.0,never-taker
4100.0,1,369.469,300.0,always-takers
6800.0,1,720.684,299.99999999999994,always-takers
4600.0,1,813.091,300.0,always-takers
4700.0,0,464.473,700.0,complier
8600.0,1,740.342,300.0,always-takers
8100.0,1,1473.767,700.0,complier
5800.0,1,1241.1799999999998,699.9999999999999,complier
4500.0,0,607.791,700.0000000000001,complier
5600.0,1,341.351,300.0,always-takers
7000.0,1,481.438,300.0,always-takers
5800.0,1,579.735,300.0,always-takers
6200.0,1,1228.701,700.0,complier
1600.0,0,181.541,700.0,complier
7500.0,1,440.908,300.0,always-takers
11000.0,1,1953.157,700.0,complier
4800.0,0,504.233,700.0,complier
7900.0,1,1404.3110000000001,700.0000000000001,complier
7800.0,1,612.043,300.0,always-takers
4900.0,0,789.265,200.0,never-taker
10400.0,1,944.126,300.0,always-takers
4100.0,0,484.105,700.0,complier
4800.0,1,142.063,300.0,always-takers
5300.0,1,798.9069999999999,299.99999999999994,always-takers
3600.0,0,548.99,200.0,never-taker
5700.0,1,633.818,300.0,always-takers
2800.0,1,270.412,300.0,always-takers
5400.0,1,1597.885,700.0,complier
8300.0,1,1677.086,700.0,complier
13000.0,1,716.625,300.0,always-takers
6200.0,0,760.968,200.0,never-taker
11900.0,1,1023.357,300.0,always-takers
11700.0,1,1552.905,700.0,complier
2400.0,0,-104.052,700.0,complier
5600.0,1,1538.795,700.0000000000001,complier
3600.0,0,258.98,700.0,complier
6700.0,0,945.45,200.0,never-taker
14100.0,1,1244.025,300.0000000000001,always-takers
4300.0,1,380.116,300.0,always-takers
7800.0,1,519.838,300.0,always-takers
9900.0,1,843.465,300.0,always-takers
14900.0,1,1105.9,300.0000000000001,always-takers
1900.0,1,478.762,300.0,always-takers
3300.0,0,99.618,700.0,complier
6300.0,0,869.828,200.0,never-taker
7300.0,1,1536.83,699.9999999999999,complier
2400.0,1,96.549,300.0,always-takers
2800.0,1,304.11,300.0,always-takers
3400.0,0,90.223,700.0,complier
2500.0,0,140.115,700.0,complier
6000.0,1,628.889,300.0,always-takers
5800.0,1,1420.027,700.0,complier
16700.0,1,925.134,300.0,always-takers
6400.0,1,1290.732,700.0,complier
4000.0,0,635.529,200.0,never-taker
12700.0,1,340.70799999999997,300.0,always-takers
8000.0,1,387.539,300.0,always-takers
13000.0,1,709.525,300.0,always-takers
9600.0,1,711.287,300.00000000000006,always-takers
8600.0,1,1531.5259999999998,699.9999999999999,complier
7200.0,1,1353.652,700.0,complier
4500.0,0,543.867,200.0,never-taker
8600.0,1,1396.4560000000001,700.0000000000001,complier
6700.0,0,706.683,200.0,never-taker
11600.0,1,1157.16,700.0,complier
11000.0,1,1657.499,700.0,complier
5800.0,1,320.73199999999997,300.0,always-takers
3900.0,0,511.675,700.0,complier
8900.0,1,1612.8339999999998,699.9999999999999,complier
3100.0,0,848.155,200.0,never-taker
4100.0,1,170.834,300.0,always-takers
9600.0,1,1806.365,700.0,complier
5600.0,1,116.983,300.0,always-takers
3400.0,0,538.371,700.0000000000001,complier
5200.0,1,516.88,300.0,always-takers
7500.0,1,282.038,300.0,always-takers
5000.0,1,522.9110000000001,300.00000000000006,always-takers
8400.0,1,346.171,300.0,always-takers
6600.0,1,520.248,300.00000000000006,always-takers
4400.0,1,793.2719999999999,299.99999999999994,always-takers
9900.0,1,1421.923,700.0,complier
4400.0,1,792.921,300.00000000000006,always-takers
10500.0,1,1209.519,700.0,complier
6100.0,1,1280.906,700.0,complier
10200.0,1,1438.7559999999999,699.9999999999999,complier
11300.0,1,924.205,300.0,always-takers
4400.0,0,828.914,200.0,never-taker
6100.0,1,1524.3490000000002,700.0000000000001,complier
12500.0,1,1329.873,300.0,always-takers
12800.0,1,876.343,300.0,always-takers
11600.0,1,799.942,300.0,always-takers
3300.0,1,485.073,300.0,always-takers
7300.0,1,1497.483,700.0,complier
6100.0,1,1152.501,700.0,complier
7400.0,1,410.677,300.0,always-takers
12000.0,1,356.412,300.0,always-takers
7500.0,0,760.47,200.0,never-taker
5000.0,1,1188.528,700.0,complier
12800.0,1,807.767,300.00000000000006,always-takers
6000.0,0,1135.907,200.0,never-taker
11300.0,1,1623.921,700.0,complier
1800.0,0,10.665,700.0,complier
3600.0,1,53.05799999999999,300.0,always-takers
6900.0,1,486.655,300.0,always-takers
5800.0,1,256.649,300.0,always-takers
6900.0,1,-31.016999999999996,300.0,always-takers
8500.0,0,912.562,199.9999999999999,never-taker
5900.0,1,257.899,300.0,always-takers
5800.0,1,957.925,700.0,complier
4800.0,0,738.17,200.0,never-taker
4700.0,0,651.982,700.0,complier
16500.0,1,915.914,300.0,always-takers
10100.0,1,597.575,300.00000000000006,always-takers
3000.0,1,-19.166999999999973,300.0,always-takers
5300.0,1,646.552,300.0,always-takers
3000.0,0,693.195,700.0000000000001,complier
3000.0,0,302.191,700.0,complier
3600.0,0,493.569,700.0,complier
12600.0,1,1840.516,700.0,complier
9800.0,1,368.515,300.0,always-takers
6600.0,1,337.826,300.0,always-takers
16500.0,1,965.298,300.0,always-takers
6700.0,1,403.98199999999997,300.0,always-takers
11600.0,1,450.967,300.0,always-takers
5500.0,1,312.449,300.0,always-takers
3900.0,0,129.817,700.0,complier
7900.0,1,980.44,300.0,always-takers
7100.0,1,1561.712,700.0,complier
6800.0,1,392.328,300.0,always-takers
3700.0,1,40.855999999999995,300.0,always-takers
10300.0,1,735.8910000000001,300.00000000000006,always-takers
4800.0,1,674.712,300.0,always-takers
7900.0,1,356.06600000000003,300.0,always-takers
3500.0,0,306.591,700.0,complier
8700.0,1,1432.036,700.0000000000001,complier
3000.0,0,434.602,200.0,never-taker
4600.0,0,471.259,700.0,complier
9700.0,1,380.495,300.0,always-takers
6000.0,1,1270.308,700.0,complier
7200.0,1,323.832,300.0,always-takers
9200.0,1,507.68600000000004,300.0,always-takers
3100.0,0,662.416,700.0000000000001,complier
2900.0,1,-56.69900000000001,300.0,always-takers
3500.0,0,282.394,700.0,complier
6800.0,1,1511.0410000000002,700.0000000000001,complier
3700.0,0,-7.402,700.0,complier
7000.0,1,569.605,300.0,always-takers
5700.0,1,750.2919999999999,299.99999999999994,always-takers
3300.0,0,208.167,700.0,complier
4300.0,0,722.28,700.0,complier
5200.0,0,925.553,199.9999999999999,never-taker
7000.0,1,1118.393,700.0,complier
7000.0,1,1416.231,700.0,complier
8100.0,1,966.191,700.0,complier
4600.0,0,111.198,700.0,complier
5100.0,1,323.278,300.0,always-takers
6800.0,1,698.309,299.99999999999994,always-takers
5200.0,1,483.001,300.0,always-takers
11200.0,1,733.431,300.00000000000006,always-takers
5000.0,0,838.577,200.0,never-taker
9600.0,1,1711.348,700.0,complier
7100.0,1,315.085,300.0,always-takers
2100.0,1,140.208,300.0,always-takers
5900.0,1,1187.7269999999999,699.9999999999999,complier
2800.0,0,-261.45,700.0,complier
5300.0,1,540.225,300.0,always-takers
1500.0,0,275.185,700.0,complier
5900.0,1,1235.112,700.0000000000001,complier
9900.0,1,903.869,300.0,always-takers
12300.0,1,603.8299999999999,299.99999999999994,always-takers
8900.0,1,1394.039,700.0,complier
2700.0,1,425.11400000000003,300.0,always-takers
5100.0,1,858.777,700.0,complier
3700.0,0,532.832,699.9999999999999,complier
5300.0,1,1180.003,700.0,complier
11200.0,1,1967.205,700.0,complier
4900.0,1,10.04000000000002,300.0,always-takers
5700.0,1,211.22199999999998,300.0,always-takers
10000.0,1,793.63,300.0,always-takers
9800.0,1,516.468,300.0,always-takers
9300.0,1,1051.816,700.0,complier
5100.0,1,434.509,300.0,always-takers
4700.0,1,144.219,300.0,always-takers
6200.0,1,683.116,300.0,always-takers
6800.0,1,1522.463,700.0,complier
6200.0,1,162.527,300.0,always-takers
4900.0,0,1066.103,200.0,never-taker
4000.0,0,462.235,700.0000000000001,complier
6400.0,1,1225.723,700.0,complier
5800.0,1,720.692,300.0,always-takers
4100.0,0,516.847,700.0,complier
3800.0,1,-207.579,300.0,always-takers
8100.0,1,1230.825,700.0,complier
4000.0,1,-83.613,300.0,always-takers
4700.0,0,577.357,700.0,complier
7100.0,1,956.395,700.0,complier
4900.0,0,448.696,699.9999999999999,complier
4800.0,0,720.537,700.0,complier
3200.0,0,656.034,200.0,never-taker
14000.0,1,1439.4450000000002,700.0000000000001,complier
5900.0,1,1176.193,700.0,complier
4300.0,1,439.46299999999997,300.0,always-takers
5400.0,1,1010.344,700.0,complier
1700.0,1,762.3620000000001,300.00000000000006,always-takers
10800.0,1,1264.67,300.0000000000001,always-takers
9100.0,1,709.029,300.0,always-takers
4500.0,0,299.61,700.0,complier
2900.0,0,-20.56,700.0,complier
4900.0,1,230.98399999999998,300.0,always-takers
7900.0,1,871.0360000000001,700.0,complier
4800.0,0,243.845,700.0,complier
6800.0,1,1332.513,699.9999999999999,complier
10100.0,1,1620.002,700.0,complier
4200.0,0,467.807,700.0,complier
5600.0,1,1799.065,700.0,complier
16800.0,1,972.938,300.0,always-takers
2100.0,0,276.441,700.0,complier
3600.0,0,246.49,700.0,complier
6200.0,0,1090.616,200.0,never-taker
6900.0,0,902.544,199.9999999999999,never-taker
2900.0,0,676.674,200.0,never-taker
5500.0,1,1454.358,700.0,complier
2200.0,0,307.873,700.0,complier
7000.0,1,1336.094,700.0,complier
1800.0,0,576.87,200.0,never-taker
2300.0,0,260.236,700.0,complier
14500.0,1,707.3589999999999,299.99999999999994,always-takers
8800.0,1,1642.652,700.0,complier
6600.0,0,584.294,200.0,never-taker
7600.0,1,559.5319999999999,299.99999999999994,always-takers
10400.0,1,653.943,300.0,always-takers
2000.0,0,458.268,700.0,complier
5100.0,0,693.781,200.0,never-taker
7500.0,1,1069.8,700.0,complier
9100.0,1,1511.8339999999998,699.9999999999999,complier
3400.0,1,295.597,300.0,always-takers
7200.0,1,1598.7649999999999,699.9999999999999,complier
5300.0,1,1180.601,700.0000000000001,complier
4500.0,0,561.178,699.9999999999999,complier
8100.0,1,382.258,300.0,always-takers
5600.0,1,1425.855,700.0,complier
15100.0,1,1204.862,300.0000000000001,always-takers
6100.0,0,937.895,200.0,never-taker
11500.0,1,1776.197,700.0,complier
9000.0,1,1861.969,700.0,complier
5100.0,1,1173.548,700.0,complier
8900.0,1,807.7760000000001,300.00000000000006,always-takers
7200.0,1,1603.607,700.0,complier
3000.0,1,126.74000000000001,300.0,always-takers
3000.0,0,1034.036,200.0,never-taker
7400.0,1,606.019,300.0,always-takers
7300.0,1,518.672,300.0,always-takers
3600.0,1,374.611,300.0,always-takers
5400.0,0,1175.739,200.0,never-taker
5800.0,1,708.434,299.99999999999994,always-takers
6300.0,1,608.496,300.0,always-takers
3700.0,1,263.897,300.0,always-takers
5600.0,1,58.474999999999994,300.0,always-takers
3700.0,0,370.684,700.0,complier
6300.0,1,318.714,300.0,always-takers
4100.0,1,185.522,300.0,always-takers
4400.0,0,660.58,699.9999999999999,complier
3000.0,0,199.689,700.0,complier
6000.0,0,581.675,200.0,never-taker
5500.0,1,274.244,300.0,always-takers
4700.0,0,437.847,700.0,complier
7300.0,1,1651.046,700.0,complier
11600.0,1,686.076,300.0,always-takers
3300.0,0,206.883,700.0,complier
10200.0,0,1282.456,200.0,never-taker
8200.0,1,998.681,300.0,always-takers
3100.0,0,749.26,200.0,never-taker
6500.0,1,131.967,300.0,always-takers
9300.0,1,370.973,300.0,always-takers
2900.0,0,546.88,200.0,never-taker
6100.0,1,470.634,300.0,always-takers
6400.0,1,349.975,300.0,always-takers
3000.0,0,441.637,199.99999999999994,never-taker
12800.0,1,1888.736,700.0,complier
8300.0,1,663.837,300.0,always-takers
3300.0,0,291.312,700.0,complier
12600.0,1,1716.327,700.0,complier
7900.0,1,991.062,300.0,always-takers
6500.0,1,867.41,700.0,complier
4900.0,0,527.15,700.0000000000001,complier
2200.0,1,41.31400000000002,300.0,always-takers
5500.0,1,1171.964,700.0,complier
3700.0,0,740.304,700.0000000000001,complier
6400.0,1,487.602,300.0,always-takers
5200.0,1,910.071,700.0,complier
14400.0,1,766.1659999999999,299.99999999999994,always-takers
4800.0,0,399.635,700.0,complier
7800.0,1,1570.0900000000001,700.0000000000001,complier
3700.0,0,348.825,700.0,complier
4300.0,0,636.184,700.0,complier
6900.0,1,1263.269,700.0,complier
4600.0,0,872.881,699.9999999999999,complier
5600.0,1,981.596,700.0,complier
3700.0,0,749.708,700.0000000000001,complier
3900.0,0,605.502,700.0,complier
4100.0,0,618.012,200.0,never-taker
8100.0,1,1285.929,700.0000000000001,complier
7900.0,1,422.88800000000003,300.0,always-takers
4900.0,1,769.5129999999999,299.99999999999994,always-takers
2700.0,0,684.518,700.0,complier
3100.0,1,97.279,300.0,always-takers
5400.0,0,1088.571,200.0,never-taker
6600.0,0,734.14,200.0,never-taker
2500.0,0,538.757,700.0000000000001,complier
4100.0,1,-115.31799999999998,300.0,always-takers
6700.0,1,1382.424,700.0,complier
10600.0,1,726.287,300.00000000000006,always-takers
7200.0,1,932.125,300.0,always-takers
7700.0,1,1179.723,700.0,complier
6100.0,0,934.747,199.9999999999999,never-taker
8200.0,1,1228.9850000000001,700.0000000000001,complier
7600.0,1,521.4259999999999,299.99999999999994,always-takers
3200.0,1,258.037,300.0,always-takers
5300.0,1,573.783,300.0,always-takers
4800.0,0,1029.111,200.0,never-taker
7800.0,1,1537.6280000000002,700.0000000000001,complier
9600.0,1,1648.982,700.0,complier
4400.0,1,221.386,300.0,always-takers
8800.0,1,1558.386,700.0,complier
7700.0,0,1274.452,200.0,never-taker
