mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
0,170.99,34.0,0.0,89.04,0,2,0,0,3,0,0,3,1,4,0,1,3,0,0,4,1,2,0,3,0,1
1,1413.98,40.0,1.0,76.78,0,2,3,1,1,1,1,2,0,3,1,1,4,0,1,0,2,1,2,1,1,0
1,2112.9,39.0,0.0,143.23,0,1,1,1,1,1,0,2,1,5,2,2,2,1,0,2,5,0,2,1,0,2
0,38.09,37.0,0.0,74.9,0,0,0,0,0,3,0,2,0,5,3,3,7,0,0,2,1,4,5,1,1,0
1,1030.47,49.0,3.0,28.03,0,0,1,2,0,1,0,0,2,5,0,1,2,2,1,3,0,1,0,0,1,2
1,1111.83,42.0,1.0,21.56,0,0,1,1,0,0,1,5,0,3,1,1,1,0,0,2,0,1,2,2,1,2
1,720.18,29.0,1.0,116.37,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,1,1,0,0,0,1,4
0,140.27,29.0,0.0,54.68,0,1,0,1,1,0,0,2,1,1,2,0,1,0,3,4,2,3,1,1,2,3
0,18.12,38.0,0.0,37.82,0,2,1,0,2,1,1,1,0,2,1,0,3,0,2,3,0,1,0,2,1,1
0,59.6,44.0,1.0,102.15,0,1,1,0,2,0,1,2,2,2,3,1,2,2,1,1,2,3,2,2,4,3
1,1385.33,50.0,0.0,108.76,0,0,0,1,0,0,1,1,3,4,2,1,5,2,0,0,0,3,2,1,0,1
1,1626.17,45.0,0.0,100.17,0,0,1,2,2,0,2,1,1,5,0,0,5,0,1,3,2,2,0,0,1,2
1,1588.5,46.0,0.0,47.56,0,1,1,2,0,2,3,5,1,6,0,0,1,2,0,3,0,1,1,0,3,1
0,48.78,44.0,1.0,36.31,0,0,1,0,2,0,2,3,0,0,0,2,7,1,2,3,2,3,1,0,2,5
1,1528.17,35.0,1.0,99.62,0,1,2,3,0,0,0,2,1,4,3,0,5,0,1,2,0,2,1,2,1,2
1,2062.23,55.0,2.0,115.19,0,3,2,1,3,0,0,1,0,3,0,3,2,3,0,3,1,4,1,1,3,1
0,14.77,28.0,1.0,63.17,0,2,0,1,0,1,0,4,1,4,4,1,1,2,1,1,1,0,0,1,0,0
1,1173.88,24.0,0.0,83.97,0,1,0,0,0,2,3,1,0,7,1,1,3,2,0,1,1,1,1,3,0,0
0,37.78,29.0,0.0,72.61,0,1,0,0,0,1,1,1,1,4,2,2,1,0,0,4,0,3,1,3,2,0
0,57.57,42.0,1.0,15.7,0,1,0,1,1,2,0,6,0,3,2,0,1,0,3,1,2,3,0,3,1,2
0,66.74,38.0,0.0,58.83,0,2,0,0,1,0,0,2,1,3,0,1,0,3,0,0,1,3,1,1,0,2
1,1654.52,38.0,0.0,26.04,0,0,1,1,3,1,2,1,3,4,0,1,1,2,0,0,2,3,1,1,0,2
0,115.57,56.0,0.0,97.49,0,3,2,1,0,0,2,6,1,1,2,2,0,4,1,4,0,3,1,0,0,1
1,1572.22,28.0,1.0,15.27,0,2,0,0,3,1,1,5,1,5,0,0,2,0,1,2,1,1,0,1,1,4
1,1786.57,55.0,1.0,18.28,0,1,3,0,1,2,1,2,2,3,1,1,4,0,3,3,1,2,1,3,2,2
1,1570.6,63.0,0.0,21.63,1,0,2,0,3,1,0,4,1,2,2,0,3,2,2,1,2,3,0,1,0,0
0,170.34,38.0,1.0,174.46,0,2,0,1,0,1,0,0,1,1,0,1,0,1,0,2,0,2,0,1,0,1
1,1212.07,32.0,1.0,213.4,0,1,2,0,0,1,2,6,0,0,1,0,1,0,1,1,2,2,2,2,0,0
1,1215.41,51.0,0.0,94.31,0,0,1,0,1,1,0,2,0,3,1,0,1,0,0,2,0,1,2,1,2,4
0,10.62,42.0,1.0,96.5,1,2,0,1,2,0,0,5,0,4,1,0,1,1,0,1,1,4,0,1,2,1
1,1368.29,54.0,0.0,108.53,0,0,1,1,0,1,1,1,1,2,0,3,3,1,0,2,0,3,2,0,1,4
0,122.68,37.0,0.0,61.27,0,0,0,1,2,0,1,1,1,2,0,0,2,0,1,0,1,5,1,1,0,1
1,1220.09,39.0,1.0,24.46,0,1,0,1,1,1,0,1,1,3,0,2,2,0,0,0,0,5,0,2,2,4
1,1762.36,42.0,1.0,275.62,0,1,2,1,4,1,2,2,1,5,1,1,0,1,0,2,0,1,2,1,3,1
1,2148.01,68.0,1.0,15.5,0,1,2,0,2,4,1,3,0,2,3,2,1,1,1,1,2,3,3,4,2,5
0,46.72,33.0,0.0,124.76,1,0,1,1,1,2,1,0,2,2,1,1,1,1,0,3,0,4,1,1,3,1
1,1260.23,52.0,1.0,223.48,0,1,1,0,1,3,0,3,1,1,2,1,1,1,0,1,1,1,0,1,2,2
0,31.27,41.0,0.0,52.97,1,1,1,1,0,0,2,5,1,3,1,1,4,1,1,1,0,2,0,0,2,2
0,35.29,51.0,0.0,12.09,0,0,0,2,4,0,2,3,0,3,2,3,1,1,0,4,0,1,1,1,0,2
1,1844.09,28.0,1.0,8.02,0,1,4,1,2,5,1,5,1,3,1,1,4,0,0,3,1,3,1,1,1,1
0,22.53,39.0,0.0,87.24,0,1,0,2,0,0,1,4,1,3,2,2,5,1,1,4,0,0,1,2,2,2
0,23.46,42.0,0.0,152.46,0,0,1,1,2,2,1,2,0,2,0,0,2,0,1,1,1,1,2,1,2,1
0,180.68,37.0,1.0,293.69,2,2,1,2,1,1,0,2,2,0,0,0,5,2,0,2,0,2,0,1,0,0
0,334.41,45.0,0.0,293.76,0,0,0,1,0,1,0,1,3,0,2,2,1,0,0,0,0,2,0,0,1,1
0,34.65,34.0,0.0,50.72,0,1,1,0,0,2,0,5,4,8,0,0,1,0,0,3,0,3,2,0,1,2
0,11.82,39.0,1.0,20.37,0,0,0,1,3,0,2,2,0,4,0,0,0,1,2,1,1,5,0,2,0,1
1,1872.34,45.0,1.0,65.61,0,1,1,2,0,1,2,3,2,3,2,1,2,1,4,1,2,2,1,0,3,2
1,1136.36,46.0,1.0,203.12,0,2,1,0,1,0,1,3,1,3,2,0,0,1,0,4,0,1,2,0,0,2
0,10.21,28.0,0.0,4.2,2,0,0,0,0,0,1,1,4,3,0,0,2,1,0,1,1,0,0,3,1,3
1,1812.62,51.0,1.0,140.84,0,0,2,0,2,0,3,1,0,2,1,0,2,2,0,1,3,1,2,1,3,3
0,105.99,33.0,0.0,71.28,0,0,0,2,1,1,1,4,2,4,0,2,2,0,1,2,2,1,1,3,0,0
0,13.01,22.0,0.0,35.64,2,0,1,1,1,3,2,0,2,3,1,1,2,3,0,3,0,1,2,0,1,4
1,1047.43,32.0,1.0,12.84,0,1,0,1,0,2,1,2,2,1,1,1,2,1,0,2,1,1,1,0,1,2
1,1863.68,54.0,1.0,348.81,0,1,2,1,0,2,2,2,0,4,3,1,1,1,3,1,1,2,0,1,2,2
0,190.62,21.0,0.0,343.13,0,0,1,3,1,0,0,0,2,6,1,1,5,2,2,3,0,1,1,1,1,1
1,1274.4,24.0,0.0,280.29,0,0,1,0,3,0,0,4,2,1,2,3,4,0,0,1,0,0,0,1,2,1
1,1447.75,39.0,0.0,144.09,0,2,1,2,0,0,1,1,2,2,0,1,2,0,0,1,1,1,2,0,1,3
1,1481.26,41.0,0.0,126.71,0,2,0,0,1,2,1,3,1,4,1,0,3,2,0,2,0,3,0,1,0,3
0,104.84,38.0,1.0,0.8,0,2,1,3,1,2,3,1,0,2,0,2,0,1,0,1,0,4,0,1,1,2
1,1151.14,51.0,0.0,103.51,0,1,1,1,0,2,1,5,0,5,0,1,0,1,0,3,2,0,0,1,0,0
1,1155.56,42.0,2.0,8.93,0,2,1,2,0,3,0,2,0,1,2,1,3,1,1,2,0,2,1,2,0,3
0,41.54,37.0,0.0,74.35,0,2,2,0,0,0,1,3,1,0,1,1,1,2,1,4,1,3,2,0,0,1
1,1362.47,43.0,1.0,43.77,0,2,0,0,3,1,1,2,0,2,2,2,2,0,3,0,0,3,0,2,2,1
1,1142.07,39.0,0.0,35.26,0,0,0,3,1,1,1,0,1,2,1,1,3,1,0,1,2,2,0,0,0,2
1,1093.59,27.0,1.0,158.77,0,0,0,2,1,0,2,1,0,2,0,0,1,1,1,1,0,3,0,1,1,4
0,164.81,53.0,0.0,645.61,0,1,0,1,0,0,1,3,1,4,0,3,1,1,1,4,2,4,0,3,0,2
1,1321.89,36.0,0.0,99.86,0,1,2,1,1,1,2,3,0,1,1,0,1,2,1,2,0,2,3,1,0,2
0,14.47,31.0,1.0,4.58,0,1,1,1,2,2,1,0,0,3,2,0,2,1,0,3,1,4,0,1,3,3
1,1296.43,23.0,1.0,49.46,0,2,1,0,1,1,0,0,0,3,1,1,3,2,0,4,2,2,4,5,0,0
0,180.17,48.0,1.0,120.88,0,1,0,0,2,2,1,1,0,5,3,0,3,1,0,1,0,1,2,1,1,3
1,1396.79,33.0,0.0,9.83,0,1,2,0,1,1,0,1,1,3,0,2,3,1,0,0,1,4,1,3,1,3
1,1764.29,35.0,0.0,357.16,1,1,0,0,1,1,1,4,2,4,1,0,3,2,3,2,1,0,2,2,0,4
1,1503.31,21.0,0.0,69.67,0,0,0,2,3,1,0,2,0,2,1,0,5,2,2,1,0,5,2,1,2,1
1,771.78,42.0,0.0,53.87,0,1,0,0,1,1,0,2,2,1,0,0,1,0,0,3,0,3,0,0,0,2
0,19.59,51.0,2.0,63.6,0,1,2,1,0,0,1,0,0,5,1,1,2,1,1,1,1,1,3,1,1,0
0,1.46,27.0,1.0,384.71,0,1,1,3,0,2,1,0,0,0,2,2,1,1,0,0,1,2,1,1,1,0
0,2.08,34.0,0.0,121.76,0,1,1,3,1,1,1,0,0,0,1,0,2,1,1,1,1,0,1,3,0,0
0,26.47,50.0,0.0,60.89,0,1,1,1,2,2,3,1,1,6,0,2,2,1,2,0,0,4,0,0,2,2
0,11.81,26.0,0.0,30.32,0,0,1,1,1,0,0,4,1,2,0,1,1,0,2,5,0,1,1,0,0,1
0,30.53,30.0,1.0,378.96,0,0,2,0,1,2,0,3,1,1,0,0,3,1,3,2,0,1,1,1,1,0
1,1039.04,48.0,1.0,156.91,0,0,0,1,1,2,0,2,0,1,1,2,1,0,2,1,0,2,1,1,1,3
0,33.61,29.0,1.0,143.59,0,2,2,2,0,2,0,1,5,3,0,2,0,0,1,2,2,2,2,4,1,3
1,971.39,31.0,1.0,36.98,0,1,1,0,0,1,1,1,1,3,1,1,2,2,0,2,0,2,0,1,3,0
0,33.61,25.0,1.0,81.24,0,1,0,1,3,1,2,2,0,1,0,2,4,0,2,4,0,2,1,1,1,2
0,56.71,34.0,0.0,159.9,0,0,0,2,0,0,0,3,0,3,1,0,1,1,2,1,3,2,0,4,0,2
0,23.7,62.0,1.0,64.1,0,2,0,0,0,1,1,1,0,1,2,0,1,3,0,3,1,4,0,0,0,0
1,1032.16,32.0,1.0,25.72,0,0,1,0,1,2,1,1,1,4,2,0,3,1,0,0,0,1,0,0,2,0
0,139.87,59.0,0.0,99.91,0,3,1,0,1,0,2,0,2,3,2,2,2,0,0,1,0,1,1,1,0,1
1,1315.87,25.0,1.0,22.09,0,0,2,0,0,0,1,2,2,3,0,1,6,0,1,3,2,1,2,1,0,1
1,1643.18,27.0,0.0,152.42,0,0,2,0,1,2,1,2,2,3,0,2,2,0,1,3,3,2,1,0,2,1
0,134.83,22.0,0.0,112.71,0,0,1,1,0,1,0,2,0,8,0,0,2,2,0,4,1,1,1,0,0,1
0,249.21,54.0,0.0,81.08,1,0,0,2,1,0,0,2,2,3,2,0,0,2,2,3,0,2,0,1,0,1
0,39.76,36.0,0.0,209.87,0,3,0,1,0,2,0,4,1,7,1,2,2,0,1,1,1,1,0,2,0,2
1,1388.21,53.0,1.0,22.78,0,2,3,0,0,1,0,5,2,3,2,3,1,2,0,2,0,1,0,3,1,1
0,177.55,45.0,1.0,180.08,0,1,0,2,0,0,1,2,1,3,3,2,3,2,0,5,3,4,0,1,4,1
1,943.21,20.0,2.0,318.06,1,2,2,1,0,0,1,1,0,1,0,2,4,1,0,0,0,5,1,0,0,0
0,10.0,32.0,1.0,35.49,0,0,2,0,1,1,0,1,1,4,2,2,2,3,1,4,1,4,2,0,2,2
0,32.76,35.0,0.0,207.24,0,0,0,0,1,0,1,0,0,3,1,3,0,1,2,2,1,4,3,0,1,1
1,12904.48,27.0,1.0,24059.39,0,1,1,3,1,1,0,4,1,4,1,0,2,1,1,2,2,3,1,1,0,2
1,1256.78,44.0,0.0,9.64,1,2,3,0,0,1,1,0,0,3,0,0,3,2,0,2,1,0,1,1,2,1
0,0.8,35.0,1.0,34.21,0,1,2,1,1,0,0,1,1,5,1,1,1,1,2,2,0,2,1,0,1,1
1,1951.1,49.0,0.0,106.38,0,0,1,1,0,2,1,2,2,4,2,2,0,2,1,3,0,3,0,3,1,5
1,1130.99,29.0,1.0,51.2,0,0,1,1,0,0,1,2,1,3,0,0,4,1,2,2,0,3,1,2,0,2
1,1997.33,27.0,1.0,60.89,0,0,0,2,0,2,1,2,2,3,2,1,2,1,0,6,1,4,1,2,3,4
0,111.27,31.0,0.0,130.97,0,1,1,0,0,0,1,5,0,1,2,0,2,2,0,1,0,2,0,0,3,1
0,10.45,36.0,1.0,2.17,0,2,2,1,1,2,0,2,2,5,0,1,2,0,1,3,1,5,0,2,0,1
0,117.77,51.0,0.0,147.91,0,4,1,0,1,1,0,1,2,3,1,1,2,0,0,3,1,2,1,1,0,3
0,207.62,24.0,2.0,68.09,0,1,1,0,3,2,1,3,2,4,4,1,4,2,2,1,4,2,1,1,2,3
1,1137.95,57.0,0.0,20.82,1,3,0,1,1,1,1,0,0,4,1,1,4,0,0,1,0,2,1,2,1,2
0,95.91,58.0,0.0,110.89,0,0,3,0,0,1,1,2,1,3,0,1,4,0,2,3,1,0,0,0,3,1
0,0.52,33.0,1.0,26.16,0,5,2,1,0,1,1,4,1,3,1,2,1,1,0,1,0,1,0,1,3,0
1,1790.29,44.0,0.0,133.71,0,1,1,1,3,1,2,6,0,1,0,2,4,1,0,1,0,4,0,1,2,3
0,396.62,31.0,1.0,48198.03,0,1,2,0,0,2,0,0,0,3,1,1,3,2,0,2,1,2,2,1,1,3
0,5.12,32.0,1.0,18.12,0,1,1,1,2,1,1,1,1,3,1,1,3,2,2,2,1,0,0,1,0,3
0,283.57,33.0,1.0,93.18,0,1,1,0,1,4,0,0,0,5,0,3,2,0,1,2,0,1,0,2,2,2
0,107.9,37.0,1.0,9.47,0,1,0,5,2,0,1,2,0,3,1,1,1,3,1,0,0,3,1,0,0,5
1,1344.4,29.0,1.0,163.54,0,1,1,1,2,3,1,0,1,2,0,2,0,0,0,1,1,1,3,3,1,3
0,159.58,32.0,0.0,10.97,0,1,2,2,0,0,1,1,2,2,0,1,1,2,0,2,2,3,1,1,1,2
0,2.21,23.0,1.0,15.13,0,0,0,0,1,0,0,3,0,1,0,2,4,1,0,0,3,0,2,0,1,5
0,63.17,35.0,1.0,114.01,0,1,0,2,0,1,1,3,0,1,0,2,1,1,2,0,1,4,1,1,1,0
0,30.65,27.0,1.0,57.91,0,3,1,0,1,2,0,2,1,5,0,1,3,1,1,1,0,2,0,2,0,4
0,44.69,25.0,1.0,1.35,0,1,3,0,2,0,0,0,2,5,0,0,4,3,0,1,1,2,0,0,1,1
1,1601.79,47.0,1.0,237.06,0,2,1,2,0,0,1,2,2,4,2,2,3,0,2,1,2,3,0,1,0,3
1,1361.93,36.0,0.0,13.72,1,0,2,2,1,1,1,0,1,2,2,3,2,1,2,1,0,1,3,0,1,1
1,1433.5,27.0,1.0,229.02,0,2,2,1,1,1,0,1,4,1,4,0,4,1,1,1,2,1,1,0,1,0
0,169.38,67.0,0.0,29.49,0,0,0,2,2,1,0,4,0,2,0,0,0,1,3,5,0,4,1,1,1,3
0,43.16,39.0,0.0,157.95,0,1,0,2,1,2,0,2,3,3,2,0,2,0,1,1,1,1,0,0,1,1
1,1850.0,25.0,0.0,39.31,0,0,1,1,1,1,1,2,1,3,5,1,8,0,0,3,1,3,1,0,1,4
0,64.74,45.0,0.0,171.7,0,2,1,0,1,1,1,1,1,2,2,1,1,0,1,1,1,2,1,0,2,1
0,39.01,45.0,1.0,392.52,1,2,1,0,0,3,1,1,2,6,1,0,3,1,0,4,1,4,1,2,0,0
0,118.01,29.0,1.0,144.75,0,1,2,0,1,1,3,5,0,1,2,2,1,2,2,1,1,2,2,1,0,0
1,1796.63,37.0,1.0,46.3,0,0,2,0,2,1,1,3,1,3,3,0,5,1,0,5,1,3,0,0,1,3
0,11.75,40.0,0.0,51.27,0,0,2,1,0,1,0,0,1,4,1,2,4,1,2,2,2,2,0,0,0,2
0,20.1,33.0,1.0,58.02,0,3,1,2,1,5,0,1,1,3,2,2,2,2,0,0,1,0,2,1,1,1
0,13.38,38.0,0.0,93.28,0,1,1,1,0,1,2,2,0,1,5,0,1,0,0,2,0,4,0,0,0,1
1,1428.87,34.0,1.0,47.53,0,1,1,3,0,1,1,1,1,3,1,3,3,1,1,1,2,1,0,1,1,3
1,1849.54,27.0,0.0,6.77,0,1,1,2,4,0,1,1,0,5,0,1,3,1,0,3,2,2,2,1,1,3
0,0.97,22.0,0.0,113.97,0,4,1,2,1,1,1,1,2,4,1,1,1,2,0,3,0,0,1,1,0,3
1,1515.48,42.0,1.0,94.62,0,2,1,2,0,0,2,3,0,8,2,1,1,0,1,2,0,2,0,2,1,2
1,1711.29,54.0,0.0,66.43,0,2,2,1,2,1,3,2,0,3,1,0,2,0,2,1,1,1,0,2,2,4
1,1319.07,20.0,1.0,53.13,1,0,1,2,1,1,1,1,1,1,2,0,4,0,1,4,2,0,0,2,2,1
0,50.83,49.0,1.0,6.4,0,3,2,0,0,1,0,2,1,2,1,0,3,5,0,2,4,1,0,0,0,1
0,92.23,52.0,0.0,274.93,0,0,0,1,1,2,1,4,1,4,3,0,0,1,0,3,3,3,1,0,0,0
1,1586.3,46.0,1.0,37.7,0,1,1,1,0,1,0,3,1,5,1,2,2,0,0,1,1,2,2,1,0,3
0,148.31,49.0,1.0,63.63,0,0,0,1,1,3,2,2,1,3,4,0,7,0,0,1,0,1,0,1,0,2
0,190.95,24.0,1.0,145.43,0,1,3,0,4,3,0,3,3,4,0,1,1,0,2,1,3,2,1,1,0,3
1,1188.85,57.0,1.0,143.27,0,2,0,0,0,1,0,2,0,3,0,2,2,1,1,2,2,2,3,0,1,1
1,1456.21,30.0,0.0,18.93,0,4,0,3,2,0,2,0,2,1,0,1,1,3,2,3,2,2,0,3,1,1
0,9.78,21.0,0.0,19.66,0,1,0,0,2,1,0,1,0,1,0,0,1,1,1,1,2,2,0,0,0,0
1,1173.74,23.0,1.0,161.97,0,0,0,1,0,1,0,4,0,3,0,2,3,0,1,1,2,1,0,1,0,1
0,75.2,62.0,1.0,39.76,0,1,0,1,0,0,0,4,1,2,0,1,2,0,0,2,0,3,2,1,3,0
0,183.93,30.0,1.0,31.81,1,2,1,0,2,0,1,5,0,2,0,1,0,1,1,1,1,3,1,0,1,3
0,58.82,50.0,0.0,49.47,0,0,0,1,5,0,2,2,1,5,1,1,2,3,1,0,0,2,0,3,1,2
0,82.33,38.0,1.0,0.53,0,1,3,2,0,0,1,2,1,3,2,0,1,0,4,1,1,3,0,1,0,2
0,210.75,56.0,1.0,96.01,0,2,1,1,1,0,3,2,1,3,1,0,3,0,2,0,1,2,0,0,1,3
1,1260.32,47.0,0.0,61.75,0,2,0,2,0,0,0,2,2,5,0,0,2,0,1,0,2,1,0,1,0,4
0,105.95,26.0,0.0,40.7,0,1,1,0,5,0,1,3,1,3,1,1,2,0,2,1,0,0,2,3,0,4
1,1689.84,44.0,1.0,20.31,0,1,1,1,0,3,5,0,0,6,0,2,2,1,3,2,3,1,1,1,0,3
0,823.79,22.0,1.0,523.0,0,1,1,0,2,0,1,2,0,3,2,2,2,3,0,3,3,1,0,0,0,2
0,2.56,47.0,0.0,21.08,0,0,0,2,1,0,0,2,0,6,0,2,4,1,2,2,0,2,2,0,1,3
1,1432.83,41.0,1.0,16.51,0,2,1,1,1,2,1,4,1,1,0,1,4,1,0,4,1,2,0,0,3,2
1,1539.03,46.0,0.0,257.04,0,1,0,3,2,1,1,3,2,3,0,0,1,1,1,3,1,4,0,1,2,2
1,1792.66,41.0,1.0,148.41,0,2,2,1,1,1,2,3,2,3,1,1,1,1,0,3,0,3,1,1,4,2
0,19.9,26.0,0.0,564.26,1,0,0,1,1,2,0,1,2,7,0,2,2,3,2,2,1,1,2,0,0,2
0,439.57,41.0,3.0,241.63,0,2,0,2,0,1,1,0,0,2,3,1,4,0,0,2,1,2,1,2,1,2
1,1751.74,25.0,0.0,26.78,0,0,2,2,0,1,2,2,0,6,0,2,2,0,3,4,0,2,3,0,1,4
1,1488.8,26.0,0.0,171.66,0,2,1,0,1,1,0,3,3,1,2,0,5,0,0,2,0,1,1,3,2,2
1,1129.1,22.0,0.0,226.91,0,0,1,1,1,1,1,0,1,1,1,4,1,1,1,3,1,1,0,0,1,3
1,1626.95,29.0,0.0,33.51,0,2,1,1,0,2,2,3,0,3,3,0,3,0,0,3,0,1,1,0,1,5
0,13.51,34.0,0.0,22.73,0,0,0,1,1,1,1,1,1,5,0,1,0,3,1,1,0,2,0,2,0,3
1,1209.29,24.0,0.0,120.32,0,1,1,1,1,0,0,1,0,4,2,0,2,1,0,1,2,2,1,2,1,1
1,1387.4,26.0,0.0,41.9,2,1,1,0,3,2,2,5,0,1,1,0,3,0,1,2,0,1,1,1,1,1
1,1649.57,51.0,0.0,103.88,0,0,2,1,1,2,4,3,0,0,0,1,0,2,2,3,1,2,1,2,2,2
0,296.51,28.0,0.0,164.74,0,2,4,0,0,0,1,4,0,2,1,0,2,0,1,2,0,3,3,3,0,3
1,1283.75,33.0,0.0,332.59,0,2,1,0,1,1,1,2,2,0,2,1,2,2,1,1,1,1,0,0,1,1
1,1236.95,24.0,0.0,49.0,0,1,0,0,2,1,0,3,1,1,2,1,3,1,0,2,2,2,0,1,0,2
1,1573.2,40.0,1.0,127.4,0,0,1,1,1,0,1,3,2,3,2,1,1,2,1,3,1,4,0,3,0,1
0,115.57,37.0,1.0,87.88,1,0,0,0,1,0,0,2,1,3,1,0,5,1,1,2,2,4,0,1,2,1
1,1391.62,34.0,0.0,3.75,0,0,2,1,2,0,1,2,0,2,0,0,1,0,0,2,1,6,0,1,5,0
0,10.54,37.0,0.0,30.45,0,1,1,2,2,0,0,1,1,2,0,1,2,4,1,1,0,2,1,1,1,2
0,52.49,50.0,1.0,68.14,0,0,2,0,0,0,1,3,0,4,1,2,2,0,0,1,1,3,2,2,0,3
0,26.43,31.0,0.0,174.35,0,1,0,0,0,1,0,3,1,4,2,1,2,0,1,2,1,2,0,0,1,0
1,891.29,23.0,0.0,156.19,0,3,0,1,0,0,0,2,3,0,1,0,2,1,0,2,1,1,3,1,0,0
0,55.12,61.0,1.0,103.28,0,0,2,0,0,1,0,4,3,2,3,1,1,0,1,5,1,5,1,1,0,4
0,70.59,24.0,0.0,74.9,0,1,2,3,0,1,3,1,1,4,0,0,2,3,0,3,1,3,1,1,3,2
0,10.47,40.0,0.0,1.66,0,0,2,2,1,2,1,3,0,3,2,0,2,0,0,1,0,3,0,2,0,0
1,1520.68,32.0,0.0,111.91,0,1,0,2,0,0,0,1,1,4,0,1,3,2,1,2,2,0,3,0,2,3
1,1659.96,47.0,0.0,42.49,0,1,1,2,2,0,1,1,0,0,3,0,2,2,3,2,1,3,1,1,2,2
0,45.29,55.0,0.0,32.15,0,1,2,0,2,0,3,3,0,2,2,2,2,2,0,1,0,2,2,0,2,0
0,43.79,31.0,1.0,48.3,0,2,1,1,1,1,0,3,0,4,2,1,1,1,0,3,2,3,1,0,3,1
1,1351.62,45.0,1.0,32.1,0,1,2,0,1,1,0,4,0,2,2,1,2,2,1,1,1,1,0,2,0,2
1,952.15,19.0,0.0,80.19,0,2,0,0,0,1,2,1,0,0,0,0,5,2,1,1,0,3,3,0,1,1
0,8.21,26.0,0.0,29.0,0,1,1,1,0,1,1,1,0,5,1,4,2,0,0,2,1,2,0,2,0,5
0,12.28,35.0,0.0,147.89,0,2,2,2,0,0,1,1,0,2,1,0,1,2,1,2,1,2,1,2,1,5
1,1107.57,32.0,0.0,90.77,0,2,1,2,0,0,1,3,1,2,0,2,1,1,0,1,1,3,1,1,0,1
0,205.26,27.0,2.0,363.56,0,2,2,1,0,0,3,2,3,3,0,0,3,0,0,2,0,1,2,2,0,3
0,20502.57,50.0,1.0,16493.01,1,2,0,1,2,0,0,2,1,3,0,0,3,1,1,1,1,0,2,0,1,2
1,1809.33,33.0,1.0,25.36,1,2,2,1,1,1,0,4,2,4,5,3,2,2,2,3,0,2,0,1,1,2
0,1.32,32.0,1.0,84.19,0,1,0,0,1,0,1,2,2,3,1,1,2,1,0,0,1,0,1,1,0,0
1,1640.75,25.0,1.0,3.27,1,0,0,2,3,0,0,1,0,1,1,1,4,2,1,0,0,1,3,2,3,4
0,29.18,40.0,1.0,8.4,0,2,0,3,1,1,0,5,1,3,2,0,3,0,1,1,2,2,0,0,2,2
1,1419.34,20.0,0.0,26.9,0,3,1,2,0,0,1,3,1,2,1,0,0,1,0,2,0,4,3,1,1,3
0,4.56,39.0,2.0,24.28,1,1,0,1,1,1,0,3,2,3,1,0,1,0,1,2,2,4,1,0,0,1
1,1381.61,26.0,1.0,35.97,0,2,0,0,0,1,0,2,0,1,1,1,2,1,1,3,1,3,2,2,2,4
0,96.81,46.0,0.0,25.83,1,0,3,2,2,0,0,1,0,1,0,2,4,2,1,2,2,3,1,2,0,4
0,1.26,20.0,0.0,75.49,0,1,1,0,1,2,1,1,1,3,1,1,0,2,0,1,1,4,1,1,0,5
0,44.2,45.0,1.0,81.73,0,0,1,0,0,0,0,4,1,4,0,0,2,1,0,5,1,1,2,0,2,3
0,227.36,20.0,0.0,97.5,0,2,4,0,2,1,0,2,0,1,0,3,1,0,0,2,1,1,2,2,2,1
1,1369.29,27.0,0.0,86.63,1,1,0,1,1,1,0,5,0,1,1,2,1,2,0,1,2,0,0,2,0,4
0,12.64,51.0,0.0,147.97,0,0,2,1,2,0,0,1,1,5,1,0,2,0,1,2,2,4,2,0,1,0
1,13731.82,31.0,1.0,14880.85,0,0,1,0,0,0,0,2,1,1,0,0,1,1,3,4,1,2,1,1,2,4
1,1015.22,57.0,0.0,10.38,0,2,1,2,1,0,0,0,1,4,0,0,3,0,3,1,0,3,0,1,0,1
1,1448.7,23.0,0.0,94.59,0,1,3,3,0,1,3,2,1,1,1,1,2,1,4,2,0,1,1,0,0,2
0,63.95,36.0,0.0,123.72,0,3,1,0,1,2,1,0,1,1,0,1,1,1,1,0,1,4,0,1,0,3
0,55.79,37.0,1.0,24.67,0,2,1,0,1,0,3,0,1,3,1,1,2,0,2,0,1,2,1,0,0,5
1,1539.83,33.0,0.0,310.41,0,0,1,0,1,1,1,3,1,2,0,0,1,0,1,2,0,2,1,1,1,3
0,66.39,33.0,0.0,11.48,0,1,0,2,1,1,0,1,1,7,0,1,1,2,0,3,0,2,3,4,1,3
0,236.56,46.0,1.0,364.64,0,0,1,1,0,0,0,3,4,1,1,1,3,1,2,2,2,3,1,0,2,1
1,1831.95,31.0,0.0,37.18,0,0,2,0,1,1,2,0,2,4,2,2,2,2,1,3,1,1,2,0,3,3
0,7.04,52.0,0.0,26.45,0,0,0,1,1,0,2,0,2,2,2,1,3,0,1,0,0,2,1,1,0,3
0,340.14,50.0,0.0,47.2,0,0,0,1,1,0,0,1,2,5,0,2,3,0,1,3,0,0,1,1,1,1
1,1419.19,24.0,1.0,90.34,0,1,2,0,2,0,2,1,0,4,1,4,1,0,2,1,0,1,1,1,1,3
