age,income,credit_score,prime_elegible,prime_card,pv,tau,categ
47.0,4564.0,350.0,0,0,2296.69,700.0,complier
42.6,6832.0,77.0,1,0,3961.81,199.99999999999955,never-taker
39.2,983.0,219.0,1,1,1077.66,700.0,complier
37.8,5166.0,98.0,1,0,1921.72,200.00000000000023,never-taker
41.2,3695.0,16.0,1,0,2210.29,200.0,never-taker
38.0,2554.0,275.0,1,1,2105.37,700.0,complier
36.3,5794.0,62.0,0,0,2959.18,200.0,never-taker
51.4,776.0,139.0,0,0,619.2,200.0,never-taker
38.3,11499.0,271.0,1,1,5997.4,700.0,complier
40.1,13732.0,29.0,1,0,5424.71,200.0,never-taker
42.5,1744.0,484.0,0,0,882.73,700.0,complier
49.2,10643.0,204.0,1,1,5569.26,700.0,complier
44.7,3355.0,32.0,1,0,1739.92,200.0,never-taker
47.6,10265.0,3.0,1,0,4381.33,200.0,never-taker
42.7,5688.0,161.0,0,0,2651.84,200.0,never-taker
42.1,9483.0,435.0,0,0,4802.11,700.0,complier
42.9,2897.0,235.0,1,0,1896.51,200.00000000000023,never-taker
46.9,13613.0,32.0,1,0,5869.93,200.0,never-taker
38.4,825.0,374.0,0,0,1000.91,699.9999999999999,complier
39.6,2079.0,11.0,0,0,1385.58,200.0,never-taker
45.7,7169.0,252.0,0,0,3002.68,700.0,complier
47.6,1453.0,148.0,1,0,754.37,200.0,never-taker
36.2,11352.0,81.0,0,0,5379.08,200.0,never-taker
40.1,2343.0,31.0,0,0,1983.68,200.00000000000023,never-taker
44.0,4519.0,616.0,0,0,2004.38,700.0,complier
44.4,1544.0,447.0,0,0,1622.59,700.0000000000002,complier
46.8,7731.0,111.0,0,0,3682.07,200.0,never-taker
47.8,11301.0,632.0,1,1,6327.88,700.0,complier
40.3,2991.0,404.0,1,1,2062.3199999999997,699.9999999999998,complier
46.4,9849.0,114.0,1,0,4893.37,200.0,never-taker
38.5,4654.0,166.0,1,0,2378.69,200.0,never-taker
46.2,670.0,28.0,0,0,989.95,200.0,never-taker
41.3,1666.0,100.0,1,0,1356.82,200.0,never-taker
43.8,7824.0,361.0,1,1,3786.0,700.0,complier
45.1,9738.0,16.0,1,0,4523.51,200.0,never-taker
45.5,2179.0,14.0,1,0,2102.16,200.0,never-taker
43.5,11475.0,3.0,1,0,5415.21,200.0,never-taker
43.3,588.0,345.0,0,0,653.99,700.0,complier
37.0,3544.0,547.0,0,0,1670.0,700.0,complier
43.8,13493.0,51.0,0,0,5802.7,200.0,never-taker
39.4,2892.0,364.0,0,0,1506.61,699.9999999999998,complier
40.0,1918.0,429.0,1,1,2314.31,700.0,complier
43.6,540.0,306.0,1,1,1341.62,699.9999999999999,complier
48.4,4299.0,224.0,1,1,2507.13,700.0,complier
46.0,2538.0,108.0,1,0,2142.94,200.0,never-taker
41.7,1795.0,190.0,1,0,1567.82,200.0,never-taker
41.2,5274.0,686.0,0,0,2252.26,700.0,complier
39.1,2052.0,376.0,0,0,1056.03,700.0,complier
42.2,5622.0,190.0,1,0,3070.92,200.0,never-taker
32.7,6038.0,56.0,1,0,2650.17,200.0,never-taker
41.5,1210.0,75.0,1,0,983.66,199.9999999999999,never-taker
39.4,6592.0,84.0,0,0,2894.69,200.0,never-taker
41.3,3494.0,592.0,0,0,2432.57,700.0,complier
36.0,2112.0,297.0,0,0,1135.6,700.0,complier
40.3,1074.0,77.0,0,0,927.82,200.0000000000001,never-taker
48.0,6739.0,271.0,1,0,3703.23,200.0,never-taker
42.8,3145.0,429.0,0,0,2121.64,700.0,complier
37.5,2539.0,627.0,1,1,2033.99,700.0,complier
40.2,3991.0,420.0,0,0,2197.08,700.0,complier
42.5,1685.0,244.0,0,0,1467.79,200.0,never-taker
32.9,2621.0,44.0,0,0,1845.21,200.0,never-taker
51.4,4404.0,262.0,0,0,2210.7,700.0,complier
43.0,21030.0,70.0,1,0,9667.7,200.0,never-taker
43.0,5889.0,469.0,0,0,3626.95,700.0,complier
45.1,1757.0,696.0,1,1,2633.45,699.9999999999998,complier
44.2,1426.0,127.0,1,0,1572.14,200.0,never-taker
47.8,12528.0,425.0,1,1,5998.06,700.0,complier
48.8,4660.0,125.0,0,0,2916.55,200.0,never-taker
38.7,1658.0,88.0,1,0,1140.55,200.0,never-taker
34.2,614.0,384.0,0,0,1186.55,700.0,complier
35.2,14265.0,386.0,1,1,6826.49,700.0,complier
50.8,1373.0,138.0,1,0,1293.98,200.0,never-taker
37.7,28815.0,665.0,1,1,12389.21,700.0,complier
48.0,9532.0,496.0,0,0,4382.23,700.0,complier
37.7,940.0,510.0,1,1,1857.55,700.0,complier
47.2,6529.0,580.0,1,1,4573.76,700.0,complier
47.1,3295.0,773.0,1,1,2942.99,700.0,complier
42.9,528.0,33.0,1,0,1649.65,200.0,never-taker
39.5,1320.0,631.0,0,0,536.94,700.0,complier
46.6,2276.0,28.0,0,0,1967.99,199.99999999999977,never-taker
39.8,9303.0,548.0,1,1,5418.85,700.0,complier
48.2,1034.0,173.0,0,0,829.84,200.0000000000001,never-taker
39.7,1775.0,143.0,1,0,1049.97,200.0,never-taker
47.5,1290.0,232.0,0,0,1277.04,200.0,never-taker
39.2,9651.0,54.0,0,0,4446.23,200.0,never-taker
39.0,17113.0,665.0,0,0,7480.15,700.0,complier
44.8,11109.0,159.0,1,0,5524.11,200.0,never-taker
42.1,1605.0,308.0,0,0,1315.89,700.0,complier
44.6,4336.0,74.0,0,0,2249.28,200.0,never-taker
53.2,5164.0,752.0,0,0,2790.61,700.0,complier
38.3,1206.0,188.0,0,0,639.96,700.0,complier
40.6,1774.0,88.0,1,0,1748.98,200.0,never-taker
42.5,1251.0,387.0,0,0,1723.17,700.0,complier
37.8,2122.0,425.0,0,0,1342.22,700.0,complier
35.4,2932.0,762.0,1,1,2736.27,700.0,complier
38.3,8485.0,144.0,0,0,3604.03,200.0,never-taker
45.0,1693.0,137.0,1,0,1894.11,199.99999999999977,never-taker
39.2,1947.0,539.0,1,1,2173.1800000000003,700.0000000000002,complier
39.2,3848.0,362.0,1,1,2595.88,700.0,complier
43.9,4101.0,0.0,0,0,2347.97,200.0,never-taker
38.0,1609.0,150.0,0,0,976.39,699.9999999999999,complier
45.7,4852.0,12.0,0,0,2209.8,200.0,never-taker
49.7,6770.0,429.0,1,1,3865.67,700.0,complier
43.1,1033.0,149.0,0,0,1391.0,200.0,never-taker
43.8,13428.0,287.0,1,1,6567.2,700.0,complier
39.2,2834.0,268.0,0,0,1233.63,700.0,complier
43.1,3806.0,1.0,0,0,2041.02,200.0,never-taker
43.9,698.0,387.0,0,0,1306.36,700.0,complier
36.9,1628.0,55.0,1,0,1363.73,200.0,never-taker
38.2,3564.0,292.0,0,0,2274.69,200.0,never-taker
38.8,7449.0,110.0,0,0,3707.21,200.0,never-taker
42.8,4765.0,133.0,1,0,2236.95,200.0,never-taker
39.9,3663.0,253.0,0,0,1831.53,699.9999999999998,complier
42.8,12403.0,146.0,1,0,5390.49,200.0,never-taker
40.0,2825.0,333.0,1,1,2243.3900000000003,700.0000000000002,complier
46.4,1111.0,8.0,0,0,1132.47,200.0,never-taker
41.3,1086.0,256.0,0,0,1337.59,200.0,never-taker
37.9,1153.0,234.0,0,0,902.09,700.0000000000001,complier
48.5,585.0,247.0,0,0,375.22,700.0,complier
50.3,6943.0,84.0,0,0,3550.92,200.0,never-taker
45.1,4399.0,54.0,1,0,3067.82,200.0,never-taker
43.9,2113.0,281.0,0,0,1505.54,200.0,never-taker
41.9,2690.0,202.0,1,0,1658.93,200.0,never-taker
43.8,4807.0,78.0,0,0,2827.37,200.0,never-taker
37.7,1815.0,289.0,0,0,1447.76,200.0,never-taker
37.4,977.0,706.0,1,1,1222.73,700.0,complier
44.3,4209.0,77.0,1,0,2211.0,200.0,never-taker
37.3,5851.0,7.0,0,0,3331.74,200.0,never-taker
49.3,9429.0,119.0,1,0,4532.09,200.0,never-taker
38.9,17264.0,137.0,0,0,7416.2,200.0,never-taker
44.2,607.0,338.0,0,0,1126.82,200.0,never-taker
37.0,9810.0,321.0,0,0,4579.54,700.0,complier
41.9,2962.0,34.0,1,0,1629.09,200.0,never-taker
43.7,7779.0,105.0,0,0,3416.53,200.0,never-taker
40.3,1198.0,54.0,0,0,1162.54,200.0,never-taker
39.5,514.0,64.0,1,0,292.91,200.0,never-taker
40.9,4874.0,482.0,0,0,2257.15,700.0,complier
47.2,9394.0,58.0,1,0,4167.44,200.0,never-taker
46.0,1260.0,79.0,1,0,705.93,200.0,never-taker
46.4,9031.0,19.0,0,0,5257.6,200.0,never-taker
46.2,1586.0,380.0,1,1,1510.03,700.0,complier
48.1,2582.0,456.0,0,0,1574.77,700.0,complier
45.2,971.0,540.0,0,0,503.12,699.9999999999999,complier
32.9,19429.0,591.0,1,1,9048.7,700.0,complier
44.6,6041.0,71.0,1,0,2302.56,200.0,never-taker
43.8,653.0,191.0,1,0,604.95,200.0,never-taker
41.1,1924.0,291.0,0,0,1306.51,700.0,complier
36.1,5155.0,123.0,0,0,2279.97,200.0,never-taker
39.3,4335.0,242.0,1,1,2620.46,700.0,complier
40.7,1569.0,139.0,1,0,1765.44,200.0,never-taker
45.5,2804.0,219.0,1,0,2176.84,200.0,never-taker
44.9,3547.0,131.0,1,0,2294.74,200.0,never-taker
37.4,1542.0,226.0,0,0,1220.85,200.0,never-taker
44.4,6219.0,360.0,1,1,3473.25,700.0,complier
34.3,6664.0,401.0,1,1,3478.88,700.0,complier
40.3,2054.0,3.0,0,0,1754.53,200.0,never-taker
41.9,2552.0,196.0,0,0,1326.22,200.0,never-taker
45.0,1476.0,45.0,1,0,1243.27,200.0,never-taker
41.0,1153.0,417.0,0,0,1181.12,700.0,complier
44.2,1070.0,209.0,0,0,1108.83,200.0,never-taker
43.2,4683.0,77.0,0,0,2653.2,200.0,never-taker
44.0,3037.0,354.0,1,1,2441.1,700.0,complier
44.7,9827.0,466.0,1,1,4678.5,700.0,complier
40.9,2879.0,223.0,0,0,1850.2,199.99999999999977,never-taker
45.5,1646.0,452.0,1,1,2308.41,699.9999999999998,complier
48.2,742.0,376.0,0,0,843.66,699.9999999999999,complier
41.4,4448.0,15.0,1,0,2453.22,200.0,never-taker
33.0,3192.0,143.0,0,0,1637.66,200.0,never-taker
44.6,4545.0,110.0,1,0,2151.94,200.0,never-taker
42.1,1823.0,295.0,1,1,1459.02,700.0,complier
43.9,14509.0,329.0,0,0,6925.88,200.0,never-taker
38.8,6508.0,588.0,1,1,4273.17,700.0,complier
40.1,4648.0,321.0,1,0,2963.91,200.0,never-taker
42.2,3533.0,97.0,0,0,2219.0,200.0,never-taker
41.3,5465.0,470.0,0,0,3076.77,700.0,complier
41.8,2570.0,119.0,0,0,1613.7,200.0,never-taker
40.0,1758.0,154.0,1,0,1620.84,200.0,never-taker
41.5,1061.0,124.0,1,0,1198.73,200.0,never-taker
44.7,3689.0,204.0,0,0,2705.89,200.0,never-taker
44.2,18301.0,471.0,1,1,9134.69,700.0,complier
36.9,21523.0,746.0,0,0,8989.19,700.0,complier
42.9,3293.0,226.0,0,0,2073.42,200.0,never-taker
39.1,3230.0,36.0,0,0,1481.51,200.0,never-taker
43.5,16715.0,26.0,0,0,7516.21,200.0,never-taker
46.8,18207.0,130.0,1,0,7268.68,200.0,never-taker
45.3,2582.0,611.0,1,1,2012.73,700.0,complier
39.4,4876.0,85.0,0,0,2979.8,200.0,never-taker
42.4,10060.0,363.0,1,1,5664.61,700.0,complier
43.5,1685.0,330.0,0,0,1563.13,700.0,complier
43.8,7390.0,681.0,0,0,3964.37,700.0,complier
38.6,1739.0,167.0,0,0,872.04,700.0,complier
44.1,3283.0,228.0,1,1,2057.2,699.9999999999998,complier
43.3,6210.0,213.0,1,0,3564.32,200.0,never-taker
38.2,3177.0,381.0,0,0,1784.68,700.0000000000002,complier
43.4,2366.0,240.0,1,1,1950.4,700.0,complier
40.2,6680.0,779.0,0,0,2840.91,700.0,complier
38.4,7418.0,230.0,1,1,3916.36,700.0,complier
40.4,578.0,104.0,0,0,458.59,199.99999999999994,never-taker
38.2,7194.0,73.0,0,0,3092.21,200.0,never-taker
39.1,2906.0,265.0,1,0,2066.96,200.0,never-taker
47.9,11801.0,356.0,1,1,5833.55,700.0,complier
36.8,6485.0,196.0,1,1,3043.05,700.0,complier
45.1,5634.0,147.0,0,0,2545.9,200.0,never-taker
43.9,1507.0,36.0,0,0,1004.97,200.0,never-taker
48.1,7061.0,129.0,0,0,3736.52,200.0,never-taker
50.0,1727.0,247.0,1,1,1351.1599999999999,699.9999999999999,complier
41.4,9807.0,207.0,1,0,4304.07,200.0,never-taker
43.3,3574.0,49.0,0,0,2208.8,200.0,never-taker
42.3,3609.0,212.0,1,0,1554.55,200.0,never-taker
37.6,7890.0,139.0,0,0,4011.31,199.99999999999955,never-taker
40.3,764.0,385.0,0,0,191.07,700.0,complier
53.1,4246.0,204.0,1,0,2245.0,200.0,never-taker
43.7,4492.0,72.0,1,0,2430.95,200.0,never-taker
35.8,808.0,429.0,1,1,1441.98,700.0,complier
44.5,651.0,670.0,0,0,820.41,699.9999999999999,complier
46.2,3091.0,482.0,1,1,2834.92,700.0,complier
44.8,8806.0,369.0,0,0,4194.63,700.0,complier
36.2,2085.0,45.0,1,0,1802.06,200.0,never-taker
43.1,6018.0,423.0,1,1,2936.0,700.0,complier
35.5,8271.0,222.0,0,0,4049.9,199.99999999999955,never-taker
41.0,7713.0,202.0,1,0,3919.88,200.0,never-taker
30.9,1099.0,330.0,1,1,1370.21,700.0,complier
34.6,12607.0,245.0,1,1,6481.67,700.0,complier
43.3,1355.0,33.0,0,0,1209.82,200.0,never-taker
46.4,5963.0,89.0,1,0,3183.35,200.0,never-taker
41.5,1207.0,5.0,1,0,1787.18,200.0,never-taker
44.7,6525.0,11.0,0,0,3601.14,200.0,never-taker
49.5,5399.0,136.0,0,0,2728.54,200.0,never-taker
37.9,12383.0,671.0,1,1,6059.62,700.0,complier
44.5,4397.0,44.0,0,0,2288.26,200.0,never-taker
47.0,7130.0,58.0,0,0,3485.37,200.0,never-taker
42.7,639.0,136.0,1,0,841.05,200.0,never-taker
43.6,3259.0,522.0,1,1,2742.24,699.9999999999998,complier
44.0,2776.0,428.0,1,1,2493.46,700.0,complier
40.2,2900.0,6.0,1,0,1926.58,200.0,never-taker
47.0,10435.0,187.0,1,1,5070.27,700.0,complier
36.9,2876.0,199.0,1,0,1453.77,200.0,never-taker
40.4,955.0,515.0,1,1,1342.94,700.0,complier
42.5,9115.0,23.0,0,0,4459.5,200.0,never-taker
45.8,2972.0,1.0,0,0,2074.85,200.0,never-taker
37.6,4077.0,180.0,0,0,2069.62,200.0,never-taker
45.7,2822.0,242.0,0,0,2066.07,200.0,never-taker
41.5,565.0,372.0,1,1,1673.01,700.0,complier
46.0,8666.0,123.0,0,0,3946.06,199.99999999999955,never-taker
50.7,4896.0,92.0,1,0,2613.96,200.0,never-taker
45.8,2792.0,37.0,0,0,1090.14,200.0,never-taker
43.3,704.0,765.0,0,0,338.27,700.0,complier
43.4,3748.0,10.0,1,0,2342.05,200.0,never-taker
44.6,8440.0,256.0,1,0,4394.26,200.0,never-taker
44.4,3012.0,416.0,1,1,2879.18,700.0,complier
38.6,1254.0,232.0,0,0,1264.41,200.0,never-taker
43.0,7325.0,576.0,0,0,3311.97,700.0,complier
44.2,523.0,209.0,0,0,1057.91,200.0,never-taker
38.2,2198.0,108.0,1,0,1459.86,200.0,never-taker
41.6,4457.0,512.0,0,0,1791.47,700.0000000000002,complier
36.4,5674.0,111.0,0,0,3030.56,200.0,never-taker
31.4,722.0,19.0,0,0,880.32,200.0000000000001,never-taker
41.2,1487.0,550.0,1,1,1877.07,700.0,complier
40.7,791.0,333.0,0,0,663.21,700.0,complier
48.1,2358.0,194.0,1,1,1847.95,700.0,complier
36.3,3475.0,2.0,1,0,1950.53,199.99999999999977,never-taker
44.4,4112.0,331.0,1,1,2808.18,700.0,complier
42.8,1276.0,564.0,1,1,1594.83,699.9999999999999,complier
46.3,8404.0,19.0,1,0,4442.52,200.0,never-taker
40.3,4686.0,254.0,0,0,2300.22,200.0,never-taker
44.4,3056.0,435.0,1,1,2210.8599999999997,699.9999999999998,complier
38.0,963.0,59.0,1,0,1578.91,200.0,never-taker
43.8,13106.0,538.0,1,1,6485.46,700.0,complier
42.6,3940.0,354.0,0,0,1802.7,699.9999999999998,complier
40.0,1286.0,209.0,1,1,1738.93,700.0,complier
46.6,11508.0,330.0,0,0,5666.08,200.0,never-taker
42.5,2301.0,551.0,0,0,1795.4,700.0,complier
44.8,2393.0,196.0,1,1,1868.67,700.0,complier
48.2,9673.0,175.0,0,0,4314.89,200.0,never-taker
47.3,9307.0,262.0,0,0,4515.73,200.0,never-taker
46.3,3327.0,45.0,1,0,1567.02,200.0,never-taker
41.2,2093.0,500.0,0,0,1445.09,700.0000000000002,complier
43.4,753.0,485.0,1,1,1939.32,700.0,complier
44.2,8188.0,496.0,1,1,4231.84,700.0,complier
45.4,613.0,598.0,0,0,246.08,700.0,complier
44.3,6715.0,47.0,1,0,3710.73,200.0,never-taker
39.8,4139.0,27.0,1,0,3050.02,200.0,never-taker
41.0,4323.0,319.0,1,1,2731.91,699.9999999999998,complier
41.2,954.0,222.0,0,0,1233.61,200.0,never-taker
40.5,810.0,189.0,1,0,995.15,200.0000000000001,never-taker
45.1,3909.0,45.0,0,0,2719.91,200.0,never-taker
34.9,9292.0,101.0,0,0,4100.56,200.0,never-taker
39.6,4967.0,151.0,0,0,2680.17,200.0,never-taker
40.8,11389.0,20.0,0,0,4965.22,200.0,never-taker
47.0,7231.0,766.0,0,0,3593.25,700.0,complier
38.1,12312.0,145.0,0,0,5254.68,200.0,never-taker
44.1,3090.0,52.0,1,0,1948.54,200.0,never-taker
42.5,1026.0,138.0,1,0,1014.21,200.0,never-taker
39.4,2585.0,277.0,0,0,1920.78,199.99999999999977,never-taker
50.3,6124.0,113.0,1,0,2869.51,200.0,never-taker
44.9,11503.0,372.0,1,1,6047.15,700.0,complier
40.0,8608.0,78.0,0,0,4225.9,200.0,never-taker
46.7,1183.0,585.0,1,1,1810.59,700.0,complier
42.2,4319.0,158.0,0,0,2002.38,200.0,never-taker
37.3,1220.0,148.0,0,0,1056.32,200.0,never-taker
30.2,6396.0,193.0,1,1,3342.76,700.0,complier
44.6,29959.0,107.0,1,0,11887.86,200.0,never-taker
43.7,6827.0,220.0,1,0,3923.52,200.00000000000045,never-taker
38.5,6284.0,544.0,0,0,3101.49,700.0,complier
36.1,3859.0,148.0,1,0,2000.49,199.99999999999977,never-taker
39.0,4228.0,38.0,0,0,2261.63,200.0,never-taker
39.9,5506.0,40.0,1,0,2106.94,200.0,never-taker
43.8,2477.0,117.0,1,0,2207.51,200.0,never-taker
43.1,9667.0,384.0,0,0,5097.01,700.0,complier
40.4,2319.0,459.0,0,0,1735.0,700.0,complier
35.0,8707.0,22.0,1,0,4324.26,200.0,never-taker
37.1,1361.0,273.0,1,1,2491.83,700.0,complier
48.4,4670.0,262.0,1,0,2712.92,200.0,never-taker
40.2,7442.0,372.0,0,0,3704.83,700.0,complier
47.0,10708.0,474.0,1,1,6206.65,700.0,complier
45.6,2279.0,256.0,0,0,1861.73,200.0,never-taker
35.4,890.0,745.0,1,1,1370.8400000000001,700.0000000000001,complier
45.1,1684.0,393.0,1,1,1852.31,700.0,complier
37.8,1326.0,153.0,1,0,1284.56,200.0,never-taker
38.3,797.0,325.0,1,1,1424.28,700.0,complier
45.2,3985.0,37.0,1,0,2025.18,200.00000000000023,never-taker
39.8,5107.0,501.0,0,0,2214.05,700.0,complier
35.8,1112.0,754.0,0,0,722.94,700.0,complier
37.4,3376.0,62.0,1,0,1282.96,200.0,never-taker
40.4,1978.0,316.0,0,0,1370.39,700.0000000000002,complier
44.7,891.0,63.0,0,0,996.17,200.0000000000001,never-taker
36.0,9680.0,398.0,0,0,4413.92,700.0,complier
42.1,8528.0,79.0,1,0,4478.76,200.0,never-taker
48.5,4082.0,445.0,0,0,2492.71,700.0,complier
36.7,3846.0,188.0,1,0,2187.59,200.0,never-taker
39.9,6374.0,82.0,0,0,3071.72,200.0,never-taker
40.1,804.0,477.0,1,1,1667.29,700.0,complier
38.2,4656.0,255.0,0,0,2286.43,700.0,complier
45.2,2629.0,138.0,0,0,1664.41,200.0,never-taker
41.6,4520.0,211.0,0,0,2524.25,200.0,never-taker
41.6,8692.0,229.0,1,1,4664.35,700.0000000000005,complier
47.9,4815.0,320.0,0,0,3023.82,700.0,complier
43.1,2112.0,111.0,0,0,1634.51,200.0,never-taker
41.7,2730.0,31.0,0,0,2226.15,200.0,never-taker
41.7,2035.0,301.0,1,1,2220.37,700.0,complier
38.9,8971.0,343.0,0,0,4249.75,700.0,complier
46.8,8373.0,520.0,1,1,4371.92,700.0,complier
40.2,1228.0,89.0,1,0,1394.6,200.0,never-taker
42.1,4902.0,27.0,1,0,2739.74,200.0,never-taker
33.8,643.0,455.0,1,1,1644.98,700.0,complier
44.6,6032.0,301.0,0,0,2534.67,700.0,complier
47.7,6173.0,811.0,1,1,3914.97,700.0,complier
47.0,1184.0,87.0,0,0,359.85,200.0,never-taker
37.8,3302.0,124.0,0,0,1701.66,200.0,never-taker
44.4,1988.0,386.0,0,0,2032.38,700.0,complier
42.2,12343.0,3.0,1,0,5479.22,200.0,never-taker
39.5,8463.0,180.0,1,0,4411.0,200.0,never-taker
44.1,4989.0,62.0,1,0,2837.63,200.0,never-taker
44.7,1033.0,327.0,0,0,504.58,700.0,complier
43.8,6780.0,108.0,1,0,3762.33,200.0,never-taker
44.0,2597.0,68.0,0,0,932.97,200.0,never-taker
41.6,17359.0,184.0,0,0,7621.12,200.0,never-taker
48.6,6031.0,496.0,1,1,4603.37,700.0,complier
38.6,1922.0,602.0,1,1,2234.42,700.0,complier
43.6,796.0,490.0,0,0,1096.69,700.0,complier
36.6,2067.0,41.0,1,0,1823.15,200.0,never-taker
41.6,1059.0,645.0,1,1,2834.71,700.0,complier
43.0,2874.0,557.0,1,1,1974.08,700.0,complier
42.7,6076.0,325.0,0,0,3150.16,700.0,complier
44.7,4455.0,321.0,1,1,3520.77,700.0,complier
38.8,4148.0,224.0,1,1,2856.85,700.0,complier
38.7,7081.0,214.0,1,1,3966.95,700.0,complier
36.9,4070.0,89.0,0,0,2478.13,200.0,never-taker
38.7,577.0,24.0,0,0,1211.48,200.0,never-taker
39.3,4378.0,155.0,0,0,2127.07,200.0,never-taker
38.6,11143.0,492.0,0,0,4928.52,700.0,complier
36.5,1407.0,99.0,0,0,979.06,200.0,never-taker
43.3,7312.0,61.0,0,0,3960.69,200.00000000000045,never-taker
40.9,911.0,596.0,1,1,1516.1399999999999,699.9999999999999,complier
42.6,6915.0,191.0,0,0,3082.0,200.0,never-taker
40.4,581.0,392.0,0,0,1204.52,700.0,complier
50.6,8818.0,246.0,0,0,3901.75,700.0,complier
34.1,6940.0,86.0,1,0,3081.14,200.0,never-taker
39.6,3063.0,617.0,0,0,1424.65,700.0,complier
35.9,5002.0,398.0,1,1,3887.53,700.0,complier
44.8,13302.0,390.0,0,0,6023.79,700.0,complier
39.5,2619.0,5.0,1,0,2077.15,200.0,never-taker
43.1,965.0,103.0,1,0,1210.45,200.0,never-taker
37.0,2611.0,64.0,0,0,1264.47,200.0,never-taker
42.1,1166.0,315.0,0,0,721.01,700.0,complier
41.4,1252.0,350.0,1,1,2139.3,700.0000000000002,complier
39.8,8518.0,235.0,0,0,3814.87,700.0,complier
54.2,2721.0,81.0,1,0,1386.74,200.0,never-taker
43.1,13255.0,92.0,1,0,6288.86,200.0,never-taker
34.5,2753.0,119.0,0,0,1594.36,200.0,never-taker
50.7,2213.0,121.0,1,0,2152.53,200.0,never-taker
41.3,1889.0,61.0,0,0,1354.16,200.0,never-taker
37.5,4339.0,208.0,1,1,2914.4,700.0,complier
39.1,4906.0,327.0,1,1,3255.12,700.0,complier
45.8,6249.0,180.0,0,0,3266.47,200.0,never-taker
46.3,3744.0,545.0,0,0,1639.69,700.0,complier
43.9,1134.0,341.0,1,1,1804.08,700.0,complier
39.1,866.0,172.0,0,0,901.58,699.9999999999999,complier
44.8,1408.0,672.0,1,1,2561.08,700.0,complier
43.1,7129.0,526.0,1,1,3743.43,700.0,complier
42.7,2143.0,618.0,1,1,2313.17,700.0,complier
42.3,5604.0,550.0,1,1,3326.42,700.0,complier
41.0,919.0,83.0,1,0,1408.89,200.0,never-taker
42.6,639.0,345.0,0,0,902.16,699.9999999999999,complier
39.9,4249.0,13.0,0,0,1989.79,200.0,never-taker
44.6,1120.0,444.0,1,1,1403.79,700.0,complier
42.9,1774.0,341.0,1,1,2044.33,700.0,complier
49.8,4492.0,232.0,1,0,2469.15,200.0,never-taker
37.2,1434.0,82.0,1,0,675.04,200.0,never-taker
47.0,2481.0,314.0,1,0,1810.07,200.0,never-taker
38.4,988.0,525.0,0,0,1033.78,700.0,complier
39.7,2358.0,146.0,1,0,1372.13,200.0,never-taker
41.6,6298.0,434.0,0,0,2625.6,700.0,complier
48.2,5948.0,55.0,0,0,3341.44,200.0,never-taker
38.5,5982.0,11.0,0,0,2760.16,200.0,never-taker
46.2,8986.0,400.0,1,1,5195.75,700.0,complier
46.0,1584.0,25.0,0,0,1327.45,200.0,never-taker
46.9,851.0,513.0,1,1,1734.12,700.0,complier
39.5,13000.0,362.0,1,1,6352.98,700.0,complier
45.3,1157.0,343.0,0,0,1291.68,700.0,complier
42.1,7330.0,174.0,0,0,3917.14,199.99999999999955,never-taker
43.9,2960.0,64.0,1,0,1576.21,200.0,never-taker
40.3,3785.0,221.0,0,0,2290.02,200.0,never-taker
34.2,1022.0,702.0,0,0,513.42,700.0000000000001,complier
42.8,3213.0,93.0,0,0,1733.44,200.0,never-taker
45.2,5618.0,392.0,1,1,3827.61,700.0,complier
45.7,5699.0,405.0,0,0,2670.7,700.0,complier
43.5,846.0,389.0,0,0,1420.42,700.0,complier
40.6,13371.0,264.0,1,0,6125.36,200.0,never-taker
39.0,2751.0,61.0,1,0,2095.01,200.0,never-taker
45.3,1955.0,584.0,1,1,2178.0,700.0,complier
45.6,1161.0,164.0,1,0,1222.07,200.0,never-taker
41.8,7210.0,30.0,1,0,3178.46,200.0,never-taker
43.0,611.0,687.0,1,1,901.95,700.0,complier
42.8,1033.0,342.0,0,0,1678.17,700.0,complier
40.0,3326.0,323.0,1,1,2290.5699999999997,699.9999999999998,complier
45.5,14298.0,151.0,0,0,5902.9,200.0,never-taker
47.9,4761.0,407.0,1,1,3043.69,700.0,complier
35.3,2656.0,595.0,1,1,2453.87,700.0,complier
44.1,1391.0,311.0,0,0,1274.08,200.0,never-taker
43.7,660.0,6.0,0,0,951.07,200.0000000000001,never-taker
41.4,5275.0,191.0,0,0,2529.29,200.0,never-taker
38.1,7918.0,201.0,0,0,4224.74,200.0,never-taker
49.0,18775.0,95.0,1,0,8502.8,200.0,never-taker
41.3,17099.0,60.0,1,0,6922.88,200.0,never-taker
49.0,12577.0,20.0,0,0,6073.89,200.0,never-taker
45.5,7356.0,123.0,1,0,4155.41,200.0,never-taker
42.2,1823.0,138.0,1,0,1090.96,200.0,never-taker
41.3,1504.0,282.0,1,1,1679.27,700.0,complier
42.7,1076.0,713.0,0,0,1505.63,700.0,complier
44.1,9774.0,275.0,0,0,4216.59,700.0,complier
42.7,4696.0,572.0,1,1,2814.04,700.0,complier
40.4,15455.0,232.0,1,1,7133.11,700.0,complier
46.4,3719.0,269.0,0,0,1869.01,700.0000000000002,complier
48.7,1284.0,424.0,1,1,1610.81,700.0,complier
41.9,2000.0,236.0,1,0,1639.33,200.0,never-taker
42.6,11078.0,206.0,0,0,4635.01,700.0,complier
45.0,7755.0,322.0,1,0,4090.18,200.00000000000045,never-taker
