date,city,region,cohort,treated,tau,downloads,post
2021-07-09,115,E,2021-05-15,1,1.127312662351585,35.0,1
2021-07-10,115,E,2021-05-15,1,1.127312662351585,34.0,1
2021-07-11,115,E,2021-05-15,1,1.127312662351585,36.0,1
2021-07-12,115,E,2021-05-15,1,1.127312662351585,37.0,1
2021-07-13,115,E,2021-05-15,1,1.127312662351585,37.0,1
2021-07-14,115,E,2021-05-15,1,1.127312662351585,38.0,1
2021-07-15,115,E,2021-05-15,1,1.127312662351585,38.0,1
2021-07-16,115,E,2021-05-15,1,1.127312662351585,37.0,1
2021-07-17,115,E,2021-05-15,1,1.127312662351585,38.0,1
2021-07-18,115,E,2021-05-15,1,1.127312662351585,39.0,1
2021-07-19,115,E,2021-05-15,1,1.127312662351585,38.0,1
2021-07-20,115,E,2021-05-15,1,1.127312662351585,39.0,1
2021-07-21,115,E,2021-05-15,1,1.127312662351585,38.0,1
2021-07-22,115,E,2021-05-15,1,1.127312662351585,40.0,1
2021-07-23,115,E,2021-05-15,1,1.127312662351585,39.0,1
2021-07-24,115,E,2021-05-15,1,1.127312662351585,41.0,1
2021-07-25,115,E,2021-05-15,1,1.127312662351585,40.0,1
2021-07-26,115,E,2021-05-15,1,1.127312662351585,42.0,1
2021-07-27,115,E,2021-05-15,1,1.127312662351585,42.0,1
2021-07-28,115,E,2021-05-15,1,1.127312662351585,40.0,1
2021-07-29,115,E,2021-05-15,1,1.127312662351585,42.0,1
2021-07-30,115,E,2021-05-15,1,1.127312662351585,41.0,1
2021-07-31,115,E,2021-05-15,1,1.127312662351585,41.0,1
2021-05-01,116,E,2021-05-15,1,0.0,13.0,0
2021-05-02,116,E,2021-05-15,1,0.0,15.0,0
2021-05-03,116,E,2021-05-15,1,0.0,15.0,0
2021-05-04,116,E,2021-05-15,1,0.0,14.0,0
2021-05-05,116,E,2021-05-15,1,0.0,14.0,0
2021-05-06,116,E,2021-05-15,1,0.0,16.0,0
2021-05-07,116,E,2021-05-15,1,0.0,15.0,0
2021-05-08,116,E,2021-05-15,1,0.0,14.0,0
2021-05-09,116,E,2021-05-15,1,0.0,16.0,0
2021-05-10,116,E,2021-05-15,1,0.0,17.0,0
2021-05-11,116,E,2021-05-15,1,0.0,18.0,0
2021-05-12,116,E,2021-05-15,1,0.0,17.0,0
2021-05-13,116,E,2021-05-15,1,0.0,16.0,0
2021-05-14,116,E,2021-05-15,1,0.0,17.0,0
2021-05-15,116,E,2021-05-15,1,0.0,18.0,1
2021-05-16,116,E,2021-05-15,1,0.3922937864244389,18.0,1
2021-05-17,116,E,2021-05-15,1,0.7845875728488743,21.0,1
2021-05-18,116,E,2021-05-15,1,1.1768813592733132,20.0,1
2021-05-19,116,E,2021-05-15,1,1.5691751456977485,19.0,1
2021-05-20,116,E,2021-05-15,1,1.9614689321221874,23.0,1
2021-05-21,116,E,2021-05-15,1,1.9614689321221874,21.0,1
2021-05-22,116,E,2021-05-15,1,1.9614689321221874,22.0,1
2021-05-23,116,E,2021-05-15,1,1.9614689321221874,22.0,1
2021-05-24,116,E,2021-05-15,1,1.9614689321221874,23.0,1
2021-05-25,116,E,2021-05-15,1,1.9614689321221874,22.0,1
2021-05-26,116,E,2021-05-15,1,1.9614689321221874,23.0,1
2021-05-27,116,E,2021-05-15,1,1.9614689321221874,23.0,1
2021-05-28,116,E,2021-05-15,1,1.9614689321221874,22.0,1
2021-05-29,116,E,2021-05-15,1,1.9614689321221874,24.0,1
2021-05-30,116,E,2021-05-15,1,1.9614689321221874,23.0,1
2021-05-31,116,E,2021-05-15,1,1.9614689321221874,25.0,1
2021-06-01,116,E,2021-05-15,1,1.9614689321221874,25.0,1
2021-06-02,116,E,2021-05-15,1,1.9614689321221874,26.0,1
2021-06-03,116,E,2021-05-15,1,1.9614689321221874,25.0,1
2021-06-04,116,E,2021-05-15,1,1.9614689321221874,24.0,1
2021-06-05,116,E,2021-05-15,1,1.9614689321221874,27.0,1
2021-06-06,116,E,2021-05-15,1,1.9614689321221874,27.0,1
2021-06-07,116,E,2021-05-15,1,1.9614689321221874,27.0,1
2021-06-08,116,E,2021-05-15,1,1.9614689321221874,28.0,1
2021-06-09,116,E,2021-05-15,1,1.9614689321221874,28.0,1
2021-06-10,116,E,2021-05-15,1,1.9614689321221874,29.0,1
2021-06-11,116,E,2021-05-15,1,1.9614689321221874,28.0,1
2021-06-12,116,E,2021-05-15,1,1.9614689321221874,27.0,1
2021-06-13,116,E,2021-05-15,1,1.9614689321221874,28.0,1
2021-06-14,116,E,2021-05-15,1,1.9614689321221874,28.0,1
2021-06-15,116,E,2021-05-15,1,1.9614689321221874,29.0,1
2021-06-16,116,E,2021-05-15,1,1.9614689321221874,27.0,1
2021-06-17,116,E,2021-05-15,1,1.9614689321221874,31.0,1
2021-06-18,116,E,2021-05-15,1,1.9614689321221874,31.0,1
2021-06-19,116,E,2021-05-15,1,1.9614689321221874,30.0,1
2021-06-20,116,E,2021-05-15,1,1.9614689321221874,32.0,1
2021-06-21,116,E,2021-05-15,1,1.9614689321221874,32.0,1
2021-06-22,116,E,2021-05-15,1,1.9614689321221874,31.0,1
2021-06-23,116,E,2021-05-15,1,1.9614689321221874,32.0,1
2021-06-24,116,E,2021-05-15,1,1.9614689321221874,32.0,1
2021-06-25,116,E,2021-05-15,1,1.9614689321221874,33.0,1
2021-06-26,116,E,2021-05-15,1,1.9614689321221874,32.0,1
2021-06-27,116,E,2021-05-15,1,1.9614689321221874,33.0,1
2021-06-28,116,E,2021-05-15,1,1.9614689321221874,32.0,1
2021-06-29,116,E,2021-05-15,1,1.9614689321221874,33.0,1
2021-06-30,116,E,2021-05-15,1,1.9614689321221874,32.0,1
2021-07-01,116,E,2021-05-15,1,1.9614689321221874,34.0,1
2021-07-02,116,E,2021-05-15,1,1.9614689321221874,34.0,1
2021-07-03,116,E,2021-05-15,1,1.9614689321221874,32.0,1
2021-07-04,116,E,2021-05-15,1,1.9614689321221874,34.0,1
2021-07-05,116,E,2021-05-15,1,1.9614689321221874,37.0,1
2021-07-06,116,E,2021-05-15,1,1.9614689321221874,37.0,1
2021-07-07,116,E,2021-05-15,1,1.9614689321221874,37.0,1
2021-07-08,116,E,2021-05-15,1,1.9614689321221874,36.0,1
2021-07-09,116,E,2021-05-15,1,1.9614689321221874,36.0,1
2021-07-10,116,E,2021-05-15,1,1.9614689321221874,36.0,1
2021-07-11,116,E,2021-05-15,1,1.9614689321221874,35.0,1
2021-07-12,116,E,2021-05-15,1,1.9614689321221874,38.0,1
2021-07-13,116,E,2021-05-15,1,1.9614689321221874,37.0,1
2021-07-14,116,E,2021-05-15,1,1.9614689321221874,38.0,1
2021-07-15,116,E,2021-05-15,1,1.9614689321221874,37.0,1
2021-07-16,116,E,2021-05-15,1,1.9614689321221874,37.0,1
2021-07-17,116,E,2021-05-15,1,1.9614689321221874,39.0,1
2021-07-18,116,E,2021-05-15,1,1.9614689321221874,39.0,1
2021-07-19,116,E,2021-05-15,1,1.9614689321221874,39.0,1
2021-07-20,116,E,2021-05-15,1,1.9614689321221874,40.0,1
2021-07-21,116,E,2021-05-15,1,1.9614689321221874,40.0,1
2021-07-22,116,E,2021-05-15,1,1.9614689321221874,39.0,1
2021-07-23,116,E,2021-05-15,1,1.9614689321221874,43.0,1
2021-07-24,116,E,2021-05-15,1,1.9614689321221874,40.0,1
2021-07-25,116,E,2021-05-15,1,1.9614689321221874,41.0,1
2021-07-26,116,E,2021-05-15,1,1.9614689321221874,41.0,1
2021-07-27,116,E,2021-05-15,1,1.9614689321221874,42.0,1
2021-07-28,116,E,2021-05-15,1,1.9614689321221874,42.0,1
2021-07-29,116,E,2021-05-15,1,1.9614689321221874,43.0,1
2021-07-30,116,E,2021-05-15,1,1.9614689321221874,42.0,1
2021-07-31,116,E,2021-05-15,1,1.9614689321221874,42.0,1
2021-05-01,117,E,2021-06-04,1,0.0,14.0,0
2021-05-02,117,E,2021-06-04,1,0.0,16.0,0
2021-05-03,117,E,2021-06-04,1,0.0,14.0,0
2021-05-04,117,E,2021-06-04,1,0.0,15.0,0
2021-05-05,117,E,2021-06-04,1,0.0,15.0,0
2021-05-06,117,E,2021-06-04,1,0.0,17.0,0
2021-05-07,117,E,2021-06-04,1,0.0,15.0,0
2021-05-08,117,E,2021-06-04,1,0.0,15.0,0
2021-05-09,117,E,2021-06-04,1,0.0,17.0,0
2021-05-10,117,E,2021-06-04,1,0.0,18.0,0
2021-05-11,117,E,2021-06-04,1,0.0,18.0,0
2021-05-12,117,E,2021-06-04,1,0.0,17.0,0
2021-05-13,117,E,2021-06-04,1,0.0,16.0,0
2021-05-14,117,E,2021-06-04,1,0.0,18.0,0
2021-05-15,117,E,2021-06-04,1,0.0,19.0,0
2021-05-16,117,E,2021-06-04,1,0.0,17.0,0
2021-05-17,117,E,2021-06-04,1,0.0,20.0,0
2021-05-18,117,E,2021-06-04,1,0.0,19.0,0
2021-05-19,117,E,2021-06-04,1,0.0,19.0,0
2021-05-20,117,E,2021-06-04,1,0.0,20.0,0
2021-05-21,117,E,2021-06-04,1,0.0,21.0,0
2021-05-22,117,E,2021-06-04,1,0.0,19.0,0
2021-05-23,117,E,2021-06-04,1,0.0,21.0,0
2021-05-24,117,E,2021-06-04,1,0.0,21.0,0
2021-05-25,117,E,2021-06-04,1,0.0,23.0,0
2021-05-26,117,E,2021-06-04,1,0.0,22.0,0
2021-05-27,117,E,2021-06-04,1,0.0,21.0,0
2021-05-28,117,E,2021-06-04,1,0.0,23.0,0
2021-05-29,117,E,2021-06-04,1,0.0,21.0,0
2021-05-30,117,E,2021-06-04,1,0.0,23.0,0
2021-05-31,117,E,2021-06-04,1,0.0,24.0,0
2021-06-01,117,E,2021-06-04,1,0.0,24.0,0
2021-06-02,117,E,2021-06-04,1,0.0,24.0,0
2021-06-03,117,E,2021-06-04,1,0.0,24.0,0
2021-06-04,117,E,2021-06-04,1,0.0,23.0,1
2021-06-05,117,E,2021-06-04,1,0.3233443263905862,24.0,1
2021-06-06,117,E,2021-06-04,1,0.6466886527811724,26.0,1
2021-06-07,117,E,2021-06-04,1,0.9700329791717621,25.0,1
2021-06-08,117,E,2021-06-04,1,1.2933773055623483,26.0,1
2021-06-09,117,E,2021-06-04,1,1.6167216319529345,27.0,1
2021-06-10,117,E,2021-06-04,1,1.6167216319529345,28.0,1
2021-06-11,117,E,2021-06-04,1,1.6167216319529345,28.0,1
2021-06-12,117,E,2021-06-04,1,1.6167216319529345,28.0,1
2021-06-13,117,E,2021-06-04,1,1.6167216319529345,29.0,1
2021-06-14,117,E,2021-06-04,1,1.6167216319529345,30.0,1
2021-06-15,117,E,2021-06-04,1,1.6167216319529345,28.0,1
2021-06-16,117,E,2021-06-04,1,1.6167216319529345,29.0,1
2021-06-17,117,E,2021-06-04,1,1.6167216319529345,30.0,1
2021-06-18,117,E,2021-06-04,1,1.6167216319529345,31.0,1
2021-06-19,117,E,2021-06-04,1,1.6167216319529345,31.0,1
2021-06-20,117,E,2021-06-04,1,1.6167216319529345,31.0,1
2021-06-21,117,E,2021-06-04,1,1.6167216319529345,32.0,1
2021-06-22,117,E,2021-06-04,1,1.6167216319529345,31.0,1
2021-06-23,117,E,2021-06-04,1,1.6167216319529345,32.0,1
2021-06-24,117,E,2021-06-04,1,1.6167216319529345,31.0,1
2021-06-25,117,E,2021-06-04,1,1.6167216319529345,33.0,1
2021-06-26,117,E,2021-06-04,1,1.6167216319529345,32.0,1
2021-06-27,117,E,2021-06-04,1,1.6167216319529345,33.0,1
2021-06-28,117,E,2021-06-04,1,1.6167216319529345,33.0,1
2021-06-29,117,E,2021-06-04,1,1.6167216319529345,33.0,1
2021-06-30,117,E,2021-06-04,1,1.6167216319529345,34.0,1
2021-07-01,117,E,2021-06-04,1,1.6167216319529345,34.0,1
2021-07-02,117,E,2021-06-04,1,1.6167216319529345,33.0,1
2021-07-03,117,E,2021-06-04,1,1.6167216319529345,33.0,1
2021-07-04,117,E,2021-06-04,1,1.6167216319529345,34.0,1
2021-07-05,117,E,2021-06-04,1,1.6167216319529345,35.0,1
2021-07-06,117,E,2021-06-04,1,1.6167216319529345,36.0,1
2021-07-07,117,E,2021-06-04,1,1.6167216319529345,36.0,1
2021-07-08,117,E,2021-06-04,1,1.6167216319529345,37.0,1
2021-07-09,117,E,2021-06-04,1,1.6167216319529345,36.0,1
2021-07-10,117,E,2021-06-04,1,1.6167216319529345,34.0,1
2021-07-11,117,E,2021-06-04,1,1.6167216319529345,36.0,1
2021-07-12,117,E,2021-06-04,1,1.6167216319529345,38.0,1
2021-07-13,117,E,2021-06-04,1,1.6167216319529345,38.0,1
2021-07-14,117,E,2021-06-04,1,1.6167216319529345,40.0,1
2021-07-15,117,E,2021-06-04,1,1.6167216319529345,38.0,1
2021-07-16,117,E,2021-06-04,1,1.6167216319529345,38.0,1
2021-07-17,117,E,2021-06-04,1,1.6167216319529345,39.0,1
2021-07-18,117,E,2021-06-04,1,1.6167216319529345,39.0,1
2021-07-19,117,E,2021-06-04,1,1.6167216319529345,39.0,1
2021-07-20,117,E,2021-06-04,1,1.6167216319529345,40.0,1
2021-07-21,117,E,2021-06-04,1,1.6167216319529345,39.0,1
2021-07-22,117,E,2021-06-04,1,1.6167216319529345,41.0,1
2021-07-23,117,E,2021-06-04,1,1.6167216319529345,40.0,1
2021-07-24,117,E,2021-06-04,1,1.6167216319529345,40.0,1
2021-07-25,117,E,2021-06-04,1,1.6167216319529345,40.0,1
2021-07-26,117,E,2021-06-04,1,1.6167216319529345,41.0,1
2021-07-27,117,E,2021-06-04,1,1.6167216319529345,42.0,1
2021-07-28,117,E,2021-06-04,1,1.6167216319529345,42.0,1
2021-07-29,117,E,2021-06-04,1,1.6167216319529345,42.0,1
2021-07-30,117,E,2021-06-04,1,1.6167216319529345,41.0,1
2021-07-31,117,E,2021-06-04,1,1.6167216319529345,42.0,1
2021-05-01,118,N,2021-06-20,1,0.0,43.0,0
2021-05-02,118,N,2021-06-20,1,0.0,44.0,0
2021-05-03,118,N,2021-06-20,1,0.0,44.0,0
2021-05-04,118,N,2021-06-20,1,0.0,44.0,0
2021-05-05,118,N,2021-06-20,1,0.0,44.0,0
2021-05-06,118,N,2021-06-20,1,0.0,44.0,0
2021-05-07,118,N,2021-06-20,1,0.0,44.0,0
2021-05-08,118,N,2021-06-20,1,0.0,43.0,0
2021-05-09,118,N,2021-06-20,1,0.0,45.0,0
2021-05-10,118,N,2021-06-20,1,0.0,44.0,0
2021-05-11,118,N,2021-06-20,1,0.0,43.0,0
2021-05-12,118,N,2021-06-20,1,0.0,43.0,0
2021-05-13,118,N,2021-06-20,1,0.0,45.0,0
2021-05-14,118,N,2021-06-20,1,0.0,44.0,0
2021-05-15,118,N,2021-06-20,1,0.0,43.0,0
2021-05-16,118,N,2021-06-20,1,0.0,44.0,0
2021-05-17,118,N,2021-06-20,1,0.0,47.0,0
2021-05-18,118,N,2021-06-20,1,0.0,46.0,0
2021-05-19,118,N,2021-06-20,1,0.0,45.0,0
2021-05-20,118,N,2021-06-20,1,0.0,46.0,0
2021-05-21,118,N,2021-06-20,1,0.0,46.0,0
2021-05-22,118,N,2021-06-20,1,0.0,45.0,0
2021-05-23,118,N,2021-06-20,1,0.0,46.0,0
2021-05-24,118,N,2021-06-20,1,0.0,46.0,0
2021-05-25,118,N,2021-06-20,1,0.0,46.0,0
2021-05-26,118,N,2021-06-20,1,0.0,45.0,0
2021-05-27,118,N,2021-06-20,1,0.0,44.0,0
2021-05-28,118,N,2021-06-20,1,0.0,45.0,0
2021-05-29,118,N,2021-06-20,1,0.0,46.0,0
2021-05-30,118,N,2021-06-20,1,0.0,46.0,0
2021-05-31,118,N,2021-06-20,1,0.0,47.0,0
2021-06-01,118,N,2021-06-20,1,0.0,47.0,0
2021-06-02,118,N,2021-06-20,1,0.0,48.0,0
2021-06-03,118,N,2021-06-20,1,0.0,46.0,0
2021-06-04,118,N,2021-06-20,1,0.0,45.0,0
2021-06-05,118,N,2021-06-20,1,0.0,46.0,0
2021-06-06,118,N,2021-06-20,1,0.0,47.0,0
2021-06-07,118,N,2021-06-20,1,0.0,47.0,0
2021-06-08,118,N,2021-06-20,1,0.0,47.0,0
2021-06-09,118,N,2021-06-20,1,0.0,48.0,0
2021-06-10,118,N,2021-06-20,1,0.0,47.0,0
2021-06-11,118,N,2021-06-20,1,0.0,47.0,0
2021-06-12,118,N,2021-06-20,1,0.0,48.0,0
2021-06-13,118,N,2021-06-20,1,0.0,46.0,0
2021-06-14,118,N,2021-06-20,1,0.0,48.0,0
2021-06-15,118,N,2021-06-20,1,0.0,47.0,0
2021-06-16,118,N,2021-06-20,1,0.0,48.0,0
2021-06-17,118,N,2021-06-20,1,0.0,47.0,0
2021-06-18,118,N,2021-06-20,1,0.0,48.0,0
2021-06-19,118,N,2021-06-20,1,0.0,47.0,0
2021-06-20,118,N,2021-06-20,1,0.0,48.0,1
2021-06-21,118,N,2021-06-20,1,1.4864388690315096,51.0,1
2021-06-22,118,N,2021-06-20,1,2.972877738063012,52.0,1
2021-06-23,118,N,2021-06-20,1,4.459316607094522,54.0,1
2021-06-24,118,N,2021-06-20,1,5.945755476126024,55.0,1
2021-06-25,118,N,2021-06-20,1,7.432194345157534,57.0,1
2021-06-26,118,N,2021-06-20,1,7.432194345157534,58.0,1
2021-06-27,118,N,2021-06-20,1,7.432194345157534,56.0,1
2021-06-28,118,N,2021-06-20,1,7.432194345157534,57.0,1
2021-06-29,118,N,2021-06-20,1,7.432194345157534,57.0,1
2021-06-30,118,N,2021-06-20,1,7.432194345157534,55.0,1
2021-07-01,118,N,2021-06-20,1,7.432194345157534,58.0,1
2021-07-02,118,N,2021-06-20,1,7.432194345157534,57.0,1
2021-07-03,118,N,2021-06-20,1,7.432194345157534,56.0,1
2021-07-04,118,N,2021-06-20,1,7.432194345157534,57.0,1
2021-07-05,118,N,2021-06-20,1,7.432194345157534,57.0,1
2021-07-06,118,N,2021-06-20,1,7.432194345157534,57.0,1
2021-07-07,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-07-08,118,N,2021-06-20,1,7.432194345157534,58.0,1
2021-07-09,118,N,2021-06-20,1,7.432194345157534,58.0,1
2021-07-10,118,N,2021-06-20,1,7.432194345157534,57.0,1
2021-07-11,118,N,2021-06-20,1,7.432194345157534,57.0,1
2021-07-12,118,N,2021-06-20,1,7.432194345157534,58.0,1
2021-07-13,118,N,2021-06-20,1,7.432194345157534,56.0,1
2021-07-14,118,N,2021-06-20,1,7.432194345157534,58.0,1
2021-07-15,118,N,2021-06-20,1,7.432194345157534,58.0,1
2021-07-16,118,N,2021-06-20,1,7.432194345157534,58.0,1
2021-07-17,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-07-18,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-07-19,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-07-20,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-07-21,118,N,2021-06-20,1,7.432194345157534,58.0,1
2021-07-22,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-07-23,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-07-24,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-07-25,118,N,2021-06-20,1,7.432194345157534,60.0,1
2021-07-26,118,N,2021-06-20,1,7.432194345157534,61.0,1
2021-07-27,118,N,2021-06-20,1,7.432194345157534,61.0,1
2021-07-28,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-07-29,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-07-30,118,N,2021-06-20,1,7.432194345157534,58.0,1
2021-07-31,118,N,2021-06-20,1,7.432194345157534,59.0,1
2021-05-01,119,N,2021-06-04,1,0.0,42.0,0
2021-05-02,119,N,2021-06-04,1,0.0,42.0,0
2021-05-03,119,N,2021-06-04,1,0.0,42.0,0
2021-05-04,119,N,2021-06-04,1,0.0,40.0,0
2021-05-05,119,N,2021-06-04,1,0.0,41.0,0
2021-05-06,119,N,2021-06-04,1,0.0,41.0,0
2021-05-07,119,N,2021-06-04,1,0.0,41.0,0
2021-05-08,119,N,2021-06-04,1,0.0,41.0,0
2021-05-09,119,N,2021-06-04,1,0.0,43.0,0
2021-05-10,119,N,2021-06-04,1,0.0,43.0,0
2021-05-11,119,N,2021-06-04,1,0.0,42.0,0
2021-05-12,119,N,2021-06-04,1,0.0,43.0,0
2021-05-13,119,N,2021-06-04,1,0.0,42.0,0
2021-05-14,119,N,2021-06-04,1,0.0,41.0,0
2021-05-15,119,N,2021-06-04,1,0.0,42.0,0
2021-05-16,119,N,2021-06-04,1,0.0,41.0,0
2021-05-17,119,N,2021-06-04,1,0.0,43.0,0
2021-05-18,119,N,2021-06-04,1,0.0,44.0,0
2021-05-19,119,N,2021-06-04,1,0.0,43.0,0
2021-05-20,119,N,2021-06-04,1,0.0,44.0,0
2021-05-21,119,N,2021-06-04,1,0.0,44.0,0
2021-05-22,119,N,2021-06-04,1,0.0,43.0,0
2021-05-23,119,N,2021-06-04,1,0.0,43.0,0
2021-05-24,119,N,2021-06-04,1,0.0,43.0,0
2021-05-25,119,N,2021-06-04,1,0.0,43.0,0
2021-05-26,119,N,2021-06-04,1,0.0,44.0,0
2021-05-27,119,N,2021-06-04,1,0.0,43.0,0
2021-05-28,119,N,2021-06-04,1,0.0,44.0,0
2021-05-29,119,N,2021-06-04,1,0.0,44.0,0
2021-05-30,119,N,2021-06-04,1,0.0,45.0,0
2021-05-31,119,N,2021-06-04,1,0.0,45.0,0
2021-06-01,119,N,2021-06-04,1,0.0,45.0,0
2021-06-02,119,N,2021-06-04,1,0.0,44.0,0
2021-06-03,119,N,2021-06-04,1,0.0,45.0,0
2021-06-04,119,N,2021-06-04,1,0.0,43.0,1
2021-06-05,119,N,2021-06-04,1,0.5633740947902695,45.0,1
2021-06-06,119,N,2021-06-04,1,1.126748189580539,46.0,1
2021-06-07,119,N,2021-06-04,1,1.6901222843708084,45.0,1
2021-06-08,119,N,2021-06-04,1,2.253496379161078,47.0,1
2021-06-09,119,N,2021-06-04,1,2.8168704739513473,48.0,1
2021-06-10,119,N,2021-06-04,1,2.8168704739513473,47.0,1
2021-06-11,119,N,2021-06-04,1,2.8168704739513473,48.0,1
2021-06-12,119,N,2021-06-04,1,2.8168704739513473,47.0,1
2021-06-13,119,N,2021-06-04,1,2.8168704739513473,48.0,1
2021-06-14,119,N,2021-06-04,1,2.8168704739513473,48.0,1
2021-06-15,119,N,2021-06-04,1,2.8168704739513473,48.0,1
2021-06-16,119,N,2021-06-04,1,2.8168704739513473,48.0,1
2021-06-17,119,N,2021-06-04,1,2.8168704739513473,48.0,1
2021-06-18,119,N,2021-06-04,1,2.8168704739513473,48.0,1
2021-06-19,119,N,2021-06-04,1,2.8168704739513473,49.0,1
2021-06-20,119,N,2021-06-04,1,2.8168704739513473,49.0,1
2021-06-21,119,N,2021-06-04,1,2.8168704739513473,49.0,1
2021-06-22,119,N,2021-06-04,1,2.8168704739513473,49.0,1
2021-06-23,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-06-24,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-06-25,119,N,2021-06-04,1,2.8168704739513473,49.0,1
2021-06-26,119,N,2021-06-04,1,2.8168704739513473,48.0,1
2021-06-27,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-06-28,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-06-29,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-06-30,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-07-01,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-07-02,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-07-03,119,N,2021-06-04,1,2.8168704739513473,48.0,1
2021-07-04,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-07-05,119,N,2021-06-04,1,2.8168704739513473,51.0,1
2021-07-06,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-07-07,119,N,2021-06-04,1,2.8168704739513473,51.0,1
2021-07-08,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-07-09,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-10,119,N,2021-06-04,1,2.8168704739513473,49.0,1
2021-07-11,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-07-12,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-07-13,119,N,2021-06-04,1,2.8168704739513473,51.0,1
2021-07-14,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-15,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-16,119,N,2021-06-04,1,2.8168704739513473,51.0,1
2021-07-17,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-18,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-19,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-20,119,N,2021-06-04,1,2.8168704739513473,50.0,1
2021-07-21,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-22,119,N,2021-06-04,1,2.8168704739513473,51.0,1
2021-07-23,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-24,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-25,119,N,2021-06-04,1,2.8168704739513473,51.0,1
2021-07-26,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-27,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-28,119,N,2021-06-04,1,2.8168704739513473,52.0,1
2021-07-29,119,N,2021-06-04,1,2.8168704739513473,54.0,1
2021-07-30,119,N,2021-06-04,1,2.8168704739513473,53.0,1
2021-07-31,119,N,2021-06-04,1,2.8168704739513473,53.0,1
2021-05-01,120,E,2100-01-01,0,0.0,14.0,0
2021-05-02,120,E,2100-01-01,0,0.0,16.0,0
2021-05-03,120,E,2100-01-01,0,0.0,16.0,0
2021-05-04,120,E,2100-01-01,0,0.0,16.0,0
2021-05-05,120,E,2100-01-01,0,0.0,16.0,0
2021-05-06,120,E,2100-01-01,0,0.0,17.0,0
2021-05-07,120,E,2100-01-01,0,0.0,16.0,0
2021-05-08,120,E,2100-01-01,0,0.0,17.0,0
2021-05-09,120,E,2100-01-01,0,0.0,17.0,0
2021-05-10,120,E,2100-01-01,0,0.0,18.0,0
2021-05-11,120,E,2100-01-01,0,0.0,18.0,0
2021-05-12,120,E,2100-01-01,0,0.0,19.0,0
2021-05-13,120,E,2100-01-01,0,0.0,18.0,0
2021-05-14,120,E,2100-01-01,0,0.0,17.0,0
2021-05-15,120,E,2100-01-01,0,0.0,18.0,0
2021-05-16,120,E,2100-01-01,0,0.0,20.0,0
2021-05-17,120,E,2100-01-01,0,0.0,21.0,0
2021-05-18,120,E,2100-01-01,0,0.0,19.0,0
2021-05-19,120,E,2100-01-01,0,0.0,18.0,0
2021-05-20,120,E,2100-01-01,0,0.0,22.0,0
2021-05-21,120,E,2100-01-01,0,0.0,21.0,0
2021-05-22,120,E,2100-01-01,0,0.0,20.0,0
2021-05-23,120,E,2100-01-01,0,0.0,21.0,0
2021-05-24,120,E,2100-01-01,0,0.0,23.0,0
2021-05-25,120,E,2100-01-01,0,0.0,21.0,0
2021-05-26,120,E,2100-01-01,0,0.0,22.0,0
2021-05-27,120,E,2100-01-01,0,0.0,22.0,0
2021-05-28,120,E,2100-01-01,0,0.0,22.0,0
2021-05-29,120,E,2100-01-01,0,0.0,23.0,0
2021-05-30,120,E,2100-01-01,0,0.0,23.0,0
2021-05-31,120,E,2100-01-01,0,0.0,23.0,0
2021-06-01,120,E,2100-01-01,0,0.0,25.0,0
2021-06-02,120,E,2100-01-01,0,0.0,25.0,0
2021-06-03,120,E,2100-01-01,0,0.0,24.0,0
