city,state,pop,hdi
avelino_lopes,piaui,11361,554
moita_bonita,sergipe,11361,587
matias_cardoso,minas_gerais,11360,616
itatiaiucu,minas_gerais,11354,677
irineopolis,santa_catarina,11354,699
bela_vista_do_maranhao,maranhao,11347,554
palmares_do_sul,rio_grande_do_sul,11342,715
presidente_vargas,maranhao,11328,587
terra_de_areia,rio_grande_do_sul,11323,689
macajuba,bahia,11318,524
urubici,santa_catarina,11311,694
pocao,pernambuco,11308,528
senador_jose_porfirio,para,11305,514
angelim,pernambuco,11301,572
paranaita,mato_grosso,11291,672
barbosa_ferraz,parana,11287,696
senador_alexandre_costa,maranhao,11285,538
gentio_do_ouro,bahia,11284,559
esperantina,tocantins,11280,570
lagoa_do_mato,maranhao,11280,566
sao_domingos,sergipe,11276,588
balneario_barra_do_sul,santa_catarina,11271,716
bom_jesus,rio_grande_do_sul,11270,666
moreilandia,pernambuco,11269,600
engenheiro_caldas,minas_gerais,11268,644
cajapio,maranhao,11255,553
alto_parnaiba,maranhao,11233,633
urai,parana,11233,721
corumba_de_goias,goias,11223,680
chorrocho,bahia,11221,600
groairas,ceara,11219,633
goianapolis,goias,11217,703
salgadinho,pernambuco,11214,534
varre-sai,rio_de_janeiro,11208,659
sao_joao_do_paraiso,maranhao,11207,609
quebrangulo,alagoas,11202,559
areiopolis,sao_paulo,11186,695
cerro_cora,rio_grande_do_norte,11182,607
fagundes,paraiba,11180,560
tres_cachoeiras,rio_grande_do_sul,11174,718
bernardino_de_campos,sao_paulo,11168,734
barros_cassal,rio_grande_do_sul,11167,650
montanhas,rio_grande_do_norte,11166,557
potengi,ceara,11165,562
agrolandia,santa_catarina,11160,725
rosario_do_catete,sergipe,11158,631
cunha_pora,santa_catarina,11150,742
igaratinga,minas_gerais,11146,651
primeiro_de_maio,parana,11138,701
juscimeira,mato_grosso,11124,714
inacio_martins,parana,11117,600
sao_goncalo_do_rio_abaixo,minas_gerais,11114,667
sao_pedro_do_ivai,parana,11109,717
acari,rio_grande_do_norte,11106,679
catanduvas,santa_catarina,11106,714
fervedouro,minas_gerais,11100,580
maraial,pernambuco,11098,534
pedralva,minas_gerais,11098,675
sao_jeronimo_da_serra,parana,11088,637
iapu,minas_gerais,11085,654
urupa,rondonia,11081,609
angelica,mato_grosso_do_sul,11081,697
aurelino_leal,bahia,11079,568
itatuba,paraiba,11069,562
jardim_alegre,parana,11067,689
dois_riachos,alagoas,11059,532
mulungu,ceara,11056,607
pires_ferreira,ceara,11052,591
sao_tome,rio_grande_do_norte,11051,585
bananal,sao_paulo,11039,733
iuiu,bahia,11038,591
itaueira,piaui,11037,583
divinolandia,sao_paulo,11027,734
afonso_bezerra,rio_grande_do_norte,11024,585
tacima,paraiba,11024,551
uiramuta,roraima,11014,453
caracol,piaui,11009,552
delta,minas_gerais,10994,639
maua_da_serra,parana,10994,652
arceburgo,minas_gerais,10990,683
manaira,paraiba,10988,543
parauna,goias,10988,672
ararenda,ceara,10983,590
calcado,pernambuco,10983,566
bueno_brandao,minas_gerais,10982,658
matias_olimpio,piaui,10979,562
sao_tiago,minas_gerais,10979,662
carnaubais,rio_grande_do_norte,10972,589
rio_do_fogo,rio_grande_do_norte,10961,569
rialma,goias,10961,727
apiuna,santa_catarina,10951,708
capinzal_do_norte,maranhao,10937,537
parapua,sao_paulo,10934,737
governador_archer,maranhao,10931,565
prudente_de_morais,minas_gerais,10931,690
tenente_ananias,rio_grande_do_norte,10923,592
cacimbinhas,alagoas,10920,531
laranja_da_terra,espirito_santo,10919,656
sao_bento_do_sapucai,sao_paulo,10907,720
arataca,bahia,10904,559
lago_do_junco,maranhao,10900,581
primavera,para,10889,577
roseira,sao_paulo,10888,737
jordania,minas_gerais,10872,628
santa_maria_de_itabira,minas_gerais,10867,648
general_salgado,sao_paulo,10855,747
parnagua,piaui,10846,575
vargem,sao_paulo,10842,699
milagres,bahia,10838,622
juripiranga,paraiba,10830,548
rincao,sao_paulo,10824,734
itapua_do_oeste,rondonia,10819,614
miradouro,minas_gerais,10818,663
vera_cruz,sao_paulo,10804,754
agua_doce_do_norte,espirito_santo,10801,652
novo_oriente_de_minas,minas_gerais,10800,555
chapadao_do_ceu,goias,10797,742
juruaia,minas_gerais,10795,723
pirapetinga,minas_gerais,10791,709
merces,minas_gerais,10775,664
sete_quedas,mato_grosso_do_sul,10751,614
jandaira,bahia,10742,550
pirauba,minas_gerais,10732,684
alto_rio_doce,minas_gerais,10723,620
ouroeste,sao_paulo,10712,770
cedral,maranhao,10711,605
missal,parana,10706,711
brotas_de_macaubas,bahia,10705,570
centenario_do_sul,parana,10704,668
gilbues,piaui,10698,548
mirante_da_serra,rondonia,10691,643
jaguari,rio_grande_do_sul,10684,712
aragoiania,goias,10680,684
seberi,rio_grande_do_sul,10678,723
brejolandia,bahia,10675,592
cabeceiras_do_piaui,piaui,10671,583
babaculandia,tocantins,10668,642
trajano_de_moraes,rio_de_janeiro,10653,667
cajobi,sao_paulo,10649,734
santana_do_mundau,alagoas,10637,519
ronda_alta,rio_grande_do_sul,10633,724
sucupira_do_norte,maranhao,10631,579
faxinal_dos_guedes,santa_catarina,10630,758
ribeirao_claro,parana,10622,716
monte_alegre_do_piaui,piaui,10618,578
nova_floresta,paraiba,10614,601
caroebe,roraima,10595,639
coite_do_noia,alagoas,10594,533
pirpirituba,paraiba,10590,595
santa_ines,bahia,10583,574
irani,santa_catarina,10575,742
bujari,acre,10572,589
tapera,rio_grande_do_sul,10569,747
monsenhor_gil,piaui,10563,615
fernando_falcao,maranhao,10559,443
pariconha,alagoas,10546,548
sao_jose_do_jacuipe,bahia,10546,552
grossos,rio_grande_do_norte,10541,664
nova_prata_do_iguacu,parana,10540,716
sao_jose_do_calcado,espirito_santo,10536,688
bom_repouso,minas_gerais,10527,653
floresta_azul,bahia,10525,557
rio_acima,minas_gerais,10524,673
recreio,minas_gerais,10522,692
santa_teresinha,bahia,10520,587
erico_cardoso,bahia,10513,584
campos_lindos,tocantins,10505,544
arraias,tocantins,10502,651
santa_cruz_do_arari,para,10496,557
guadalupe,piaui,10496,650
sarapui,sao_paulo,10493,707
umarizal,rio_grande_do_norte,10485,618
arroio_do_sal,rio_grande_do_sul,10483,740
beneditinos,piaui,10479,557
senhora_dos_remedios,minas_gerais,10474,626
jitauna,bahia,10470,575
mulungu_do_morro,bahia,10469,566
jatoba,maranhao,10464,561
cristino_castro,piaui,10464,566
espirito_santo,rio_grande_do_norte,10463,558
virginopolis,minas_gerais,10459,675
ribeirao_cascalheira,mato_grosso,10450,670
natuba,paraiba,10449,541
sao_miguel_do_gostoso,rio_grande_do_norte,10441,591
itarana,espirito_santo,10433,684
apiacas,mato_grosso,10431,675
parana,tocantins,10426,595
branquinha,alagoas,10426,513
arvorezinha,rio_grande_do_sul,10422,694
catunda,ceara,10410,609
santa_maria_madalena,rio_de_janeiro,10380,668
agua_branca,paraiba,10375,572
dona_ines,paraiba,10375,545
cachoeira_dos_indios,paraiba,10364,587
florestopolis,parana,10360,701
marcionilio_souza,bahia,10357,561
ninheira,minas_gerais,10355,556
riachuelo,sergipe,10354,617
pintadas,bahia,10353,612
conceicao_da_aparecida,minas_gerais,10351,691
theobroma,rondonia,10348,589
dario_meira,bahia,10347,540
barracao,parana,10347,706
serrano_do_maranhao,maranhao,10343,519
centralina,minas_gerais,10343,678
buenopolis,minas_gerais,10342,669
aruana,goias,10340,675
jacinto_machado,santa_catarina,10337,716
urucania,minas_gerais,10333,633
mariluz,parana,10327,639
bom_jesus,rio_grande_do_norte,10323,584
terra_nova,pernambuco,10314,599
francisco_badaro,minas_gerais,10311,622
guaraciaba,minas_gerais,10307,623
carmo_do_rio_verde,goias,10299,713
maiquinique,bahia,10294,576
dores_de_campos,minas_gerais,10291,686
itapitanga,bahia,10284,571
bela_vista_de_minas,minas_gerais,10269,674
rubim,minas_gerais,10269,609
piripa,bahia,10253,575
petrolina_de_goias,goias,10240,712
paranaiguara,goias,10221,711
cristina,minas_gerais,10211,668
porangaba,sao_paulo,10205,703
nova_veneza,goias,10193,718
uchoa,sao_paulo,10191,721
fontoura_xavier,rio_grande_do_sul,10181,661
luis_gomes,rio_grande_do_norte,10175,608
dumont,sao_paulo,10174,744
itapebi,bahia,10173,572
piranhas,goias,10161,721
ipuiuna,minas_gerais,10156,686
bom_retiro,santa_catarina,10153,699
sinimbu,rio_grande_do_sul,10152,631
catanduvas,parana,10144,678
porto_xavier,rio_grande_do_sul,10144,723
alfredo_wagner,santa_catarina,10136,668
nova_aurora,parana,10131,733
itamogi,minas_gerais,10122,674
sao_joao,parana,10122,727
governador_newton_bello,maranhao,10121,521
bonfinopolis,goias,10120,683
marcelandia,mato_grosso,10107,701
carneirinho,minas_gerais,10103,741
torrinha,sao_paulo,10100,744
carlinda,mato_grosso,10094,665
nova_bassano,rio_grande_do_sul,10089,747
sigefredo_pacheco,piaui,10074,581
santa_tereza_do_oeste,parana,10055,705
botupora,bahia,10050,575
pirai_do_norte,bahia,10050,533
reginopolis,sao_paulo,10047,728
iretama,parana,10029,665
corumbaiba,goias,10012,698
anisio_de_abreu,piaui,9994,594
bom_jesus_do_norte,espirito_santo,9988,734
itapeva,minas_gerais,9976,720
manduri,sao_paulo,9972,739
guaraciaba,santa_catarina,9964,751
mulungu,paraiba,9962,565
nova_campina,sao_paulo,9962,651
planalto,rio_grande_do_sul,9957,687
ipupiara,bahia,9954,590
monte_carlo,santa_catarina,9945,643
rinopolis,sao_paulo,9940,723
gloria_de_dourados,mato_grosso_do_sul,9934,721
santo_antonio_das_missoes,rio_grande_do_sul,9930,686
umbuzeiro,paraiba,9914,584
constantina,rio_grande_do_sul,9903,754
coronel_freitas,santa_catarina,9900,744
coroaci,minas_gerais,9897,626
sao_joao_do_ivai,parana,9897,693
capim_branco,minas_gerais,9896,695
sao_sebastiao_do_maranhao,minas_gerais,9884,581
saudades,santa_catarina,9874,755
ipiranga_do_piaui,piaui,9863,630
ariranha,sao_paulo,9851,733
araua,sergipe,9840,595
juru,paraiba,9831,570
pureza,rio_grande_do_norte,9825,567
axixa_do_tocantins,tocantins,9817,627
formoso,minas_gerais,9810,640
iaras,sao_paulo,9786,674
quilombo,santa_catarina,9773,730
florania,rio_grande_do_norte,9772,642
bom_jesus_da_serra,bahia,9768,546
lontra,minas_gerais,9766,646
imarui,santa_catarina,9764,667
guia_lopes_da_laguna,mato_grosso_do_sul,9754,675
cavalcante,goias,9740,584
pedrinhas,sergipe,9727,592
alto_piquiri,parana,9722,676
frei_inocencio,minas_gerais,9716,648
candiota,rio_grande_do_sul,9707,698
manoel_urbano,acre,9701,551
deputado_irapuan_pinheiro,ceara,9698,609
canapolis,bahia,9694,565
lagoa_grande,minas_gerais,9681,679
rondon,parana,9664,713
herculandia,sao_paulo,9649,727
igarata,sao_paulo,9631,711
denise,mato_grosso,9626,683
aguia_branca,espirito_santo,9621,678
saire,pernambuco,9600,585
paula_candido,minas_gerais,9597,637
campo_grande,alagoas,9576,524
ferros,minas_gerais,9576,603
dom_inocencio,piaui,9574,549
japura,parana,9573,712
verdejante,pernambuco,9572,605
carneiros,alagoas,9568,526
agudos_do_sul,parana,9567,660
pau_brasil,bahia,9550,583
rodelas,bahia,9548,632
novo_mundo,mato_grosso,9545,674
verdelandia,minas_gerais,9527,584
cachoeira_grande,maranhao,9524,537
araujos,minas_gerais,9523,698
buriti_alegre,goias,9515,710
olho_d'agua_do_casado,alagoas,9507,525
terra_roxa,sao_paulo,9502,749
cumaru,pernambuco,9494,572
ilha_grande,piaui,9487,563
triunfo,paraiba,9473,609
riacho_dos_machados,minas_gerais,9471,627
cachoeira_de_pajeu,minas_gerais,9470,578
ministro_andreazza,rondonia,9461,638
palhano,ceara,9458,638
cedral,sao_paulo,9452,766
roncador,parana,9447,681
pirambu,sergipe,9436,603
ananas,tocantins,9435,671
sitio_do_quinto,bahia,9431,533
francisco_santos,piaui,9423,608
carbonita,minas_gerais,9423,638
sao_domingos,santa_catarina,9422,765
sao_sebastiao_do_alto,rio_de_janeiro,9416,646
planaltino,bahia,9415,572
rio_das_flores,rio_de_janeiro,9401,680
arenapolis,mato_grosso,9399,704
salto_grande,sao_paulo,9396,704
cardeal_da_silva,bahia,9395,552
nova_monte_verde,mato_grosso,9375,691
nazario,goias,9375,710
baia_formosa,rio_grande_do_norte,9373,609
japora,mato_grosso_do_sul,9372,526
tabapora,mato_grosso,9357,695
wagner,bahia,9342,587
jacana,rio_grande_do_norte,9341,604
caputira,minas_gerais,9318,615
itapiranga,amazonas,9312,654
caturama,bahia,9303,571
silves,amazonas,9289,632
terra_nova_do_norte,mato_grosso,9284,698
vila_pavao,espirito_santo,9280,681
euclides_da_cunha_paulista,sao_paulo,9280,704
mambai,goias,9277,626
acucena,minas_gerais,9270,610
tunas_do_parana,parana,9269,611
passo_de_torres,santa_catarina,9269,720
amapa,amapa,9265,642
murici_dos_portelas,piaui,9258,530
natividade,tocantins,9256,673
varzea_do_poco,bahia,9247,575
mara_rosa,goias,9234,691
antonio_dias,minas_gerais,9233,645
chapada,rio_grande_do_sul,9211,757
santa_maria_do_oeste,parana,9210,609
coronel_murta,minas_gerais,9209,627
balsamo,sao_paulo,9209,756
penaforte,ceara,9207,646
baia_da_traicao,paraiba,9197,581
palmeira_d'oeste,sao_paulo,9173,753
vista_alegre_do_alto,sao_paulo,9163,744
abadia_de_goias,goias,9158,708
prados,minas_gerais,9128,689
nova_redencao,bahia,9126,567
rafard,sao_paulo,9126,745
urania,sao_paulo,9125,746
palmeiras,bahia,9123,643
anaurilandia,mato_grosso_do_sul,9116,670
santa_rita_do_araguaia,goias,9110,714
coqueiral,minas_gerais,9099,694
ipora_do_oeste,santa_catarina,9093,759
dobrada,sao_paulo,9088,718
sao_domingos,bahia,9085,640
antonio_joao,mato_grosso_do_sul,9082,643
casca,rio_grande_do_sul,9070,785
montes_altos,maranhao,9064,575
nova_maringa,mato_grosso,9056,663
siriri,sergipe,9046,609
queimada_nova,piaui,9041,515
sao_jorge_d'oeste,parana,9005,722
vicentinopolis,goias,9002,684
pantano_grande,rio_grande_do_sul,8995,661
sao_jose_da_bela_vista,sao_paulo,8991,693
douradina,parana,8988,724
santanopolis,bahia,8987,592
brejao,pernambuco,8981,547
paulo_de_faria,sao_paulo,8973,725
itaucu,goias,8968,718
sitio_novo_do_tocantins,tocantins,8965,604
rio_novo,minas_gerais,8964,707
morada_nova_de_minas,minas_gerais,8955,696
quixabeira,bahia,8939,578
guarani,minas_gerais,8926,677
neves_paulista,sao_paulo,8917,754
caem,bahia,8912,546
bom_jardim_de_goias,goias,8912,670
cordisburgo,minas_gerais,8903,656
santa_rita_de_caldas,minas_gerais,8900,690
congonhinhas,parana,8896,668
clementina,sao_paulo,8894,725
filadelfia,tocantins,8892,621
santa_lucia,sao_paulo,8889,737
dourado,sao_paulo,8883,738
guamiranga,parana,8881,669
pereiras,sao_paulo,8875,736
sao_sebastiao_da_amoreira,parana,8865,715
jucurucu,bahia,8856,541
maravilha,alagoas,8850,569
ibiassuce,bahia,8849,611
aratuipe,bahia,8848,575
armazem,santa_catarina,8843,770
brejo_de_areia,maranhao,8841,519
lago_dos_rodrigues,maranhao,8841,602
moraujo,ceara,8833,581
piedade_de_caratinga,minas_gerais,8832,612
ibitirama,espirito_santo,8830,622
nossa_senhora_aparecida,sergipe,8822,577
redencao_do_gurgueia,piaui,8814,589
coluna,minas_gerais,8810,583
central_do_maranhao,maranhao,8806,585
cristais_paulista,sao_paulo,8803,734
cezarina,goias,8794,711
marilandia_do_sul,parana,8793,691
martins,rio_grande_do_norte,8790,622
castanheira,mato_grosso,8782,665
monsenhor_paulo,minas_gerais,8764,721
santa_terezinha,santa_catarina,8760,669
monte_alegre_de_goias,goias,8759,615
nossa_senhora_dos_remedios,piaui,8751,533
alvorada_do_norte,goias,8749,660
marcacao,paraiba,8746,529
sao_vicente_do_sul,rio_grande_do_sul,8742,685
ibirapua,bahia,8740,614
serranopolis,goias,8737,681
sao_domingos_do_norte,espirito_santo,8735,682
varzedo,bahia,8734,586
mucuge,bahia,8725,606
serra_dos_aimores,minas_gerais,8725,651
santa_cruz_de_minas,minas_gerais,8723,706
pimenta,minas_gerais,8715,686
antonio_carlos,santa_catarina,8712,749
nazareno,minas_gerais,8710,690
mata_verde,minas_gerais,8700,581
capitolio,minas_gerais,8693,710
piranguinho,minas_gerais,8683,717
abaira,bahia,8681,603
ouro_verde,sao_paulo,8676,692
cordeiros,bahia,8667,579
arealva,sao_paulo,8665,744
santana_do_manhuacu,minas_gerais,8660,621
caraibas,bahia,8659,555
virginia,minas_gerais,8652,651
tangara,santa_catarina,8648,737
tasso_fragoso,maranhao,8642,599
mataraca,paraiba,8642,536
california,parana,8641,722
martins_soares,minas_gerais,8640,635
nazaria,piaui,8632,602
catuipe,rio_grande_do_sul,8631,739
jordao,acre,8628,469
lagoa_alegre,piaui,8610,550
magalhaes_barata,para,8598,597
angelandia,minas_gerais,8594,597
camutanga,pernambuco,8592,606
marcolandia,piaui,8590,562
comendador_levy_gasparian,rio_de_janeiro,8590,685
isaias_coelho,piaui,8582,582
ouricangas,bahia,8575,607
joia,rio_grande_do_sul,8571,686
praia_norte,tocantins,8563,583
tarrafas,ceara,8555,576
riacho_dos_cavalos,paraiba,8555,568
santa_terezinha,mato_grosso,8547,609
santo_antonio_do_aracangua,sao_paulo,8541,757
paverama,rio_grande_do_sul,8541,683
pratapolis,minas_gerais,8530,729
sao_goncalo_do_abaete,minas_gerais,8527,670
ilha_das_flores,sergipe,8522,562
feira_nova_do_maranhao,maranhao,8506,532
milagres_do_maranhao,maranhao,8502,527
tuneiras_do_oeste,parana,8502,695
saltinho,sao_paulo,8498,791
boa_vista_do_gurupi,maranhao,8494,545
sao_joao_da_baliza,roraima,8492,655
santa_isabel_do_ivai,parana,8484,720
aparecida,paraiba,8482,578
ibiai,minas_gerais,8478,614
morpara,bahia,8476,558
araponga,minas_gerais,8467,536
japaratinga,alagoas,8444,570
barra_de_sao_miguel,alagoas,8434,615
caraa,rio_grande_do_sul,8426,652
estrela_d'oeste,sao_paulo,8420,760
jangada,mato_grosso,8420,630
araguacu,tocantins,8418,675
santa_rosa_do_sul,santa_catarina,8397,705
brejo_grande,sergipe,8396,540
pavao,minas_gerais,8390,627
vera_cruz_do_oeste,parana,8389,699
santa_terezinha_de_goias,goias,8386,701
campo_florido,minas_gerais,8383,706
alvorada,tocantins,8381,708
montezuma,minas_gerais,8379,587
jauru,mato_grosso,8377,673
itaquara,bahia,8375,553
madeiro,piaui,8372,563
brasileira,piaui,8364,577
icem,sao_paulo,8363,720
irapuru,sao_paulo,8356,712
cristalandia_do_piaui,piaui,8350,573
entre-ijuis,rio_grande_do_sul,8350,680
lagoa_salgada,rio_grande_do_norte,8348,582
general_camara,rio_grande_do_sul,8339,686
barra_de_santana,paraiba,8338,567
rodeiro,minas_gerais,8333,668
desterro,paraiba,8332,580
nova_itarana,bahia,8328,524
malhada_de_pedras,bahia,8326,578
terezopolis_de_goias,goias,8326,685
marcelino_vieira,rio_grande_do_norte,8325,609
campo_ere,santa_catarina,8312,690
nova_santa_rosa,parana,8311,731
riachuelo,rio_grande_do_norte,8310,592
pains,minas_gerais,8308,728
glorinha,rio_grande_do_sul,8304,714
itape,bahia,8300,599
carnauba_dos_dantas,rio_grande_do_norte,8297,659
guiricema,minas_gerais,8296,674
ivate,parana,8294,706
gado_bravo,paraiba,8292,513
pocrane,minas_gerais,8288,626
alto_jequitiba,minas_gerais,8286,660
buriti_dos_montes,piaui,8282,574
tuparetama,pernambuco,8266,634
mirante,bahia,8264,527
monte_castelo,santa_catarina,8263,675
aguas_da_prata,sao_paulo,8262,781
guaracai,sao_paulo,8258,719
jesuitas,parana,8251,705
altamira_do_maranhao,maranhao,8250,549
iepe,sao_paulo,8228,736
santa_barbara_do_leste,minas_gerais,8212,613
major_vieira,santa_catarina,8209,690
lindoia,sao_paulo,8201,742
bilac,sao_paulo,8197,768
ponte_alta_do_tocantins,tocantins,8192,624
sao_rafael,rio_grande_do_norte,8183,611
monte_do_carmo,tocantins,8182,622
ipiranga_do_norte,mato_grosso,8182,727
monte_alegre_do_sul,sao_paulo,8181,759
jaborandi,bahia,8176,613
macaubal,sao_paulo,8174,743
guimarania,minas_gerais,8168,693
barao_de_melgaco,mato_grosso,8165,600
tiradentes,minas_gerais,8160,740
ferreira_gomes,amapa,8151,656
jati,ceara,8150,651
orizania,minas_gerais,8138,562
treze_tilias,santa_catarina,8138,795
descanso,santa_catarina,8136,743
riachinho,minas_gerais,8132,632
minas_do_leao,rio_grande_do_sul,8130,681
elisio_medrado,bahia,8129,623
reserva_do_iguacu,parana,8127,648
novo_horizonte_do_oeste,rondonia,8125,634
cristal,rio_grande_do_sul,8121,644
nova_fatima,parana,8120,688
campo_do_tenente,parana,8118,686
maravilhas,minas_gerais,8113,672
candeal,bahia,8109,587
serra_negra_do_norte,rio_grande_do_norte,8105,597
tupassi,parana,8105,730
irapua,sao_paulo,8101,713
cabeceiras,goias,8098,668
dom_aquino,mato_grosso,8087,690
campo_limpo_de_goias,goias,8087,661
sao_joao_do_arraial,piaui,8085,523
peixe-boi,para,8084,581
colmeia,tocantins,8078,671
lamarao,bahia,8078,518
sao_miguel_dos_milagres,alagoas,8073,591
nova_gloria,goias,8063,681
estrela_do_sul,minas_gerais,8057,696
sao_jose_do_cerrito,santa_catarina,8054,636
santana_da_boa_vista,rio_grande_do_sul,8037,633
montes_claros_de_goias,goias,8037,707
passa_tempo,minas_gerais,8031,687
ascurra,santa_catarina,8021,742
ponto_belo,espirito_santo,8016,669
juarez_tavora,paraiba,8014,579
delfim_moreira,minas_gerais,8007,669
timbo_grande,santa_catarina,8003,659
cachoeira_dourada,goias,7997,698
japonvar,minas_gerais,7991,608
salvador_do_sul,rio_grande_do_sul,7975,740
itamari,bahia,7971,578
cruzeta,rio_grande_do_norte,7968,654
cambira,parana,7967,725
pedra_lavrada,paraiba,7954,574
santa_rita_do_pardo,mato_grosso_do_sul,7948,642
portalegre,rio_grande_do_norte,7944,621
tanquinho,bahia,7936,597
ibirarema,sao_paulo,7926,708
gaucha_do_norte,mato_grosso,7913,615
alto_rio_novo,espirito_santo,7911,664
santana_do_sao_francisco,sergipe,7906,590
catigua,sao_paulo,7905,751
itaicaba,ceara,7904,656
senador_firmino,minas_gerais,7902,644
iguatama,minas_gerais,7901,707
durande,minas_gerais,7898,645
campo_alegre_de_goias,goias,7884,694
assuncao_do_piaui,piaui,7879,499
governador_luiz_rocha,maranhao,7878,544
santa_filomena_do_maranhao,maranhao,7878,525
sao_vicente_de_minas,minas_gerais,7876,715
iramaia,bahia,7874,571
curral_de_dentro,minas_gerais,7867,585
cubati,paraiba,7866,566
itobi,sao_paulo,7862,717
ribamar_fiquene,maranhao,7859,615
arneiroz,ceara,7848,618
sobrado,paraiba,7845,573
pium,tocantins,7830,650
nova_fatima,bahia,7830,597
ipeuna,sao_paulo,7824,753
santa_barbara_do_sul,rio_grande_do_sul,7813,725
bodoquena,mato_grosso_do_sul,7802,666
araguapaz,goias,7795,674
parai,rio_grande_do_sul,7793,773
monsenhor_hipolito,piaui,7785,561
jenipapo_de_minas,minas_gerais,7781,624
baldim,minas_gerais,7780,671
itamarati,amazonas,7777,477
ibirajuba,pernambuco,7773,580
general_sampaio,ceara,7767,568
restinga,sao_paulo,7762,705
guatapara,sao_paulo,7760,743
senador_sa,ceara,7758,603
maraja_do_sena,maranhao,7757,452
lagoa_de_dentro,paraiba,7754,570
macurure,bahia,7752,604
jerico,paraiba,7751,603
alto_paraiso_de_goias,goias,7751,713
umari,ceara,7740,591
sud_mennucci,sao_paulo,7738,747
conego_marinho,minas_gerais,7730,621
tuparendi,rio_grande_do_sul,7730,728
tapirai,sao_paulo,7725,681
sao_pedro_do_turvo,sao_paulo,7724,703
belo_vale,minas_gerais,7723,655
altaneira,ceara,7712,602
santa_cruz_de_monte_castelo,parana,7705,710
cajueiro_da_praia,piaui,7704,546
tomazina,parana,7699,699
jacui,minas_gerais,7695,668
palmeiropolis,tocantins,7694,673
sao_miguel_das_missoes,rio_grande_do_sul,7692,667
boqueirao_do_leao,rio_grande_do_sul,7691,700
tocantinia,tocantins,7688,589
ribeirao_grande,sao_paulo,7686,705
tombos,minas_gerais,7683,718
pedro_osorio,rio_grande_do_sul,7683,678
sao_mamede,paraiba,7682,641
santa_fe_do_araguaia,tocantins,7678,616
alagoinha_do_piaui,piaui,7678,531
salete,santa_catarina,7674,744
icaraima,parana,7671,666
serrania,minas_gerais,7667,677
colonia_do_piaui,piaui,7665,588
leopoldo_de_bulhoes,goias,7663,659
divinolandia_de_minas,minas_gerais,7655,623
lajeado_novo,maranhao,7653,589
muribeca,sergipe,7653,626
assis_brasil,acre,7649,588
ipumirim,santa_catarina,7647,738
ipuacu,santa_catarina,7643,660
paulo_lopes,santa_catarina,7642,716
itaja,rio_grande_do_norte,7641,624
limeira_do_oeste,minas_gerais,7640,710
sao_jose_dos_basilios,maranhao,7639,557
paraiso_do_sul,rio_grande_do_sul,7635,676
sao_pedro_dos_ferros,minas_gerais,7634,659
coimbra,minas_gerais,7631,669
sanclerlandia,goias,7630,736
figueira,parana,7625,677
lagoa_de_pedras,rio_grande_do_norte,7624,553
sao_jose_da_lagoa_tapada,paraiba,7622,530
porto_de_pedras,alagoas,7618,541
tarabai,sao_paulo,7609,726
barra_do_turvo,sao_paulo,7606,641
inimutaba,minas_gerais,7605,664
florestal,minas_gerais,7602,724
moema,minas_gerais,7589,721
lagamar,minas_gerais,7588,718
belagua,maranhao,7586,512
granito,pernambuco,7586,595
palestina_do_para,para,7575,589
pedro_gomes,mato_grosso_do_sul,7568,671
inocencia,mato_grosso_do_sul,7566,681
sao_joao_do_jaguaribe,ceara,7557,654
paulo_jacinto,alagoas,7556,589
guaraquecaba,parana,7554,587
rio_do_oeste,santa_catarina,7552,754
barao_do_triunfo,rio_grande_do_sul,7550,610
felisburgo,minas_gerais,7548,583
apiaca,espirito_santo,7542,673
sao_joao_batista_do_gloria,minas_gerais,7541,724
pintopolis,minas_gerais,7540,594
pauliceia,sao_paulo,7540,711
santana_de_pirapama,minas_gerais,7538,628
coronel_domingos_soares,parana,7538,600
abel_figueiredo,para,7536,622
sao_jose_da_barra,minas_gerais,7532,739
barbosa,sao_paulo,7532,699
casserengue,paraiba,7530,514
vertente_do_lerio,pernambuco,7526,563
boa_vista_da_aparecida,parana,7524,670
nuporanga,sao_paulo,7522,746
palmeirina,pernambuco,7509,549
trombudo_central,santa_catarina,7506,775
quatigua,parana,7504,714
laguna_carapa,mato_grosso_do_sul,7496,672
dionisio,minas_gerais,7493,702
nova_porteirinha,minas_gerais,7493,641
brejinho,pernambuco,7489,574
claro_dos_pocoes,minas_gerais,7478,670
itacaja,tocantins,7471,612
segredo,rio_grande_do_sul,7465,659
muniz_ferreira,bahia,7464,617
maracaja,santa_catarina,7461,768
sao_miguel_de_taipu,paraiba,7450,548
sao_domingos_do_azeitao,maranhao,7448,590
alpercata,minas_gerais,7448,646
pedrao,bahia,7438,588
antonio_olinto,parana,7421,656
paulo_frontin,parana,7418,708
joviania,goias,7417,706
lavras_do_sul,rio_grande_do_sul,7410,699
ribeiro_goncalves,piaui,7408,601
jequitai,minas_gerais,7407,643
antonina_do_norte,ceara,7402,599
ametista_do_sul,rio_grande_do_sul,7396,682
sao_joao_do_oriente,minas_gerais,7393,648
guarani_das_missoes,rio_grande_do_sul,7393,737
inconfidentes,minas_gerais,7387,692
lavrinhas,sao_paulo,7361,729
abatia,parana,7360,687
brejo_grande_do_araguaia,para,7357,591
belem_do_brejo_do_cruz,paraiba,7356,578
santa_luzia_do_norte,alagoas,7344,597
campo_largo_do_piaui,piaui,7342,528
